"Location","Loc_no","No_spp","Phi_in","Alpha","Wgt_n2","Phi_out","Spnum_in","Spnum_out","Iter"
"NH93",432,17,0.177,19.15,34.53,0.74,44.2,331,5
"NH94",433,94,0.205,15.58,36.57,0.74,45,278.8,5
"NH95",434,46,0.18,19.6,38.8,0.74,34.1,255.2,3
"NH96",435,41,0.188,17.8,40.32,0.74,41.4,286.5,4
"NH97",436,0,0.151,22.44,37.23,0.74,26.7,233.7,5
"NH98",437,5,0.157,20.8,35.88,0.74,27.8,229.5,6
"NJ00",438,71,0.173,18.73,43.15,0.74,48.3,362.4,6
"NJ01",439,90,0.181,17.79,39.61,0.74,47.3,336.5,5
"NJ02",440,82,0.203,16.88,27.56,0.74,45.2,292.4,4
"NJ03",441,37,0.178,19,31.92,0.74,42.7,318.6,5
"NJ04",442,35,0.207,14.46,33.92,0.74,48.5,286.7,5
"NJ05",443,89,0.178,20.12,37.85,0.74,31.8,243.4,3
"NJ06",444,107,0.167,19.29,38.21,0.74,31.6,242.7,5
"NJ10",445,53,0.175,17.86,43.33,0.74,48.4,351.5,6
"NJ11",446,33,0.172,18.69,40.41,0.74,45.4,341.2,6
"NJ12",447,25,0.172,20.88,33.64,0.74,41.1,327.6,4
"NJ13",448,51,0.204,16.09,32.72,0.74,48.9,306.5,4
"NJ14",449,9,0.2,15.22,35.97,0.74,45.4,279.5,5
"NJ15",450,28,0.169,21.44,38.87,0.74,31.6,255.2,4
"NJ16",451,20,0.154,22.6,36.61,0.74,25.3,220,5
"NJ17",452,12,0.149,20.76,37.35,0.74,25.6,214.5,6
"NJ20",453,34,0.172,18.35,40.07,0.74,46.4,344.4,6
"NJ21",454,28,0.172,18.21,38.57,0.74,46.1,341.5,6
"NJ22",455,11,0.168,21.31,34.06,0.74,40.5,329.2,3
"NJ23",456,21,0.178,19.55,30.69,0.74,41,308.8,4
"NJ24",457,26,0.167,20.17,38.53,0.74,32.6,256.4,5
"NJ25",458,1,0.164,21.63,37.06,0.74,28.7,236.6,4
"NJ26",459,23,0.153,23.96,38.22,0.74,24,216.1,5
"NJ27",460,6,0.151,18.59,35.09,0.74,27.2,212.4,7
"NJ30",461,41,0.172,18.62,37.48,0.74,45.4,339.8,6
"NJ31",462,11,0.175,21.02,35.6,0.74,43.1,338.4,4
"NJ32",463,18,0.169,19.17,34.86,0.74,43.4,334.4,6
"NJ33",464,7,0.177,20.68,30.45,0.74,39.4,305.7,4
"NJ34",465,12,0.159,22.8,36.83,0.74,28.4,245.2,3
"NJ35",466,17,0.159,22.84,37.6,0.74,27.5,238.3,4
"NJ36",467,18,0.161,23.16,40.89,0.74,24.7,214.5,4
"NJ40",468,19,0.158,23.99,36.81,0.74,32,283.3,5
"NJ41",469,16,0.155,24.59,36.07,0.74,36.4,332.1,5
"NJ42",470,31,0.17,22.81,32.33,0.74,39.3,327.7,4
"NJ43",471,11,0.17,20.92,37.22,0.74,31.4,250.7,4
"NJ44",472,10,0.142,34.28,36.35,0.74,17,188,6
"NJ45",473,2,0.138,34.87,38.25,0.74,17.4,197.5,5
"NJ46",474,14,0.163,24.83,42.13,0.74,22.8,204.4,5
"NJ50",475,17,0.153,28.14,35.58,0.74,25.5,250.4,5
"NJ51",476,14,0.152,37.46,35.18,0.74,19.4,218.9,6
"NJ52",477,13,0.147,33.53,35.04,0.74,16.5,175.7,7
"NJ53",478,5,0.145,30.84,37.34,0.74,16,165.8,6
"NJ54",479,1,0.148,30.5,41,0.74,17.7,181.2,5
"NJ55",480,8,0.136,35.29,39.39,0.74,15.9,181.3,6
"NJ56",481,40,0.148,26.77,40.3,0.74,20.4,197.3,5
"NJ60",482,17,0.161,32.85,33.57,0.74,20.9,211.9,7
"NJ61",483,26,0.17,25.83,37.48,0.74,19.9,176.7,5
"NJ62",484,15,0.154,28.54,38.95,0.74,17.4,169.8,5
"NJ63",485,10,0.148,25.01,39.24,0.74,16.5,151.6,4
"NJ64",486,18,0.151,23.52,37.22,0.74,18.1,160.9,4
"NJ65",487,18,0.143,26.43,40.46,0.74,16.8,161.5,4
"NJ66",488,30,0.147,25.53,38.46,0.74,19.2,180.3,4
"NJ70",489,48,0.179,21.93,35.74,0.74,20.6,164,4
"NJ71",490,14,0.169,22.63,35.84,0.74,19.4,160.2,5
"NJ72",491,24,0.158,21.93,34.8,0.74,19.4,162.5,4
"NJ73",492,11,0.152,23.46,37.54,0.74,17.9,157.9,4
"NJ74",493,9,0.152,22.39,36.12,0.74,18.6,160.3,4
"NJ75",494,3,0.15,23.58,37.66,0.74,19.2,170.6,4
"NJ76",495,0,0.147,24.43,38.54,0.74,18.7,172.1,4
"NJ80",496,42,0.159,24.13,37.86,0.74,18.2,159.4,4
"NJ81",497,37,0.161,23.32,36.95,0.74,18.2,155.9,4
"NJ82",498,7,0.153,22.57,35.61,0.74,18.3,158.1,4
"NJ83",499,45,0.154,22.09,36.21,0.74,19.1,162.2,4
"NJ84",500,0,0.146,24.12,39.1,0.74,16.8,153.5,4
"NJ85",501,1,0.144,24.65,39.12,0.74,16,148.2,4
"NJ86",502,13,0.138,26.6,38.34,0.74,15.2,148.2,5
"NJ90",503,42,0.187,20.37,30.51,0.74,23.8,176.9,5
"NJ91",504,17,0.157,22.8,35.61,0.74,18.1,155.4,4
"NJ92",505,36,0.154,21.23,34.24,0.74,19.2,159.9,5
"NJ93",506,14,0.151,23.2,37.58,0.74,18.1,159.1,4
"NJ94",507,17,0.149,23.58,38.38,0.74,17.6,157,4
"NJ95",508,6,0.146,25.28,40.44,0.74,16.6,155,4
"NJ96",509,23,0.146,22.99,38.75,0.74,18.3,163.1,4
"NK02",510,28,0.122,24.12,34.35,0.74,17.5,173.1,6
"NK03",511,24,0.148,23.03,37.28,0.74,17.7,156.6,4
"NK04",512,13,0.148,23.65,38.88,0.74,17.8,159.3,4
"NK05",513,21,0.146,23.74,39.71,0.74,17.5,158.2,4
"NK06",514,4,0.138,24.39,39.13,0.74,16,151,4
"NK13",515,10,0.127,24.55,36.43,0.74,16,157.7,6
"NK14",516,8,0.143,22.41,37.12,0.74,16.1,142.9,5
"NK15",517,1,0.125,26.28,37.96,0.74,17.3,178.9,5
"NL57",518,10,0.121,24.03,36.4,0.74,29,289,7
"NL58",519,55,0.122,21.89,29.3,0.74,29.5,277.9,8
"NL68",520,21,0.11,27.75,33.56,0.74,23.7,265.5,6
"NL69",521,43,0.163,16.53,31.61,0.74,42.3,299.7,7
"NL79",522,3,0.116,25.85,38.3,0.74,27.9,293.1,6
"NL93",523,21,0.166,16.2,35.85,0.74,49.2,339.6,6
"NL94",524,28,0.15,18.15,30.12,0.74,43.9,337.7,6
"NM04",525,29,0.153,17.03,30.11,0.74,47,344.6,6
"NM05",526,0,0.124,22.69,42.18,0.74,36.7,347.1,7
"NM14",527,0,0.128,22.25,47.46,0.74,41.2,377.8,5
"NM15",528,39,0.174,14.93,33.51,0.74,52.5,339.5,6
"NM16",529,0,0.129,22.27,38.6,0.74,36.7,337,6
"NM19",530,0,0.057,70.04,26.55,0.74,8.3,202.3,6
"NM21",531,0,0.1,29.01,36.14,0.74,26.5,315.3,6
"NM22",532,26,0.154,16.15,36.22,0.74,46.8,332.3,7
"NM23",533,6,0.072,47.05,31.98,0.74,16.8,304.9,5
"NM24",534,1,0.095,31.27,37.2,0.74,25.2,317,5
"NM25",535,11,0.162,16.39,34.87,0.74,45.5,319,6
"NM26",536,109,0.169,15.8,35.16,0.74,48.1,324,6
"NM29",537,0,0.099,26.75,34.39,0.74,26,294.1,6
"NM31",538,38,0.14,20.91,37.18,0.74,37.6,322.8,5
"NM32",539,35,0.174,14.6,34.15,0.74,52.3,333.9,6
"NM33",540,2,0.129,22.53,34.59,0.74,34.9,322.5,6
"NM34",541,47,0.177,16.58,37.08,0.74,49.1,332.3,5
"NM35",542,9,0.176,15.43,35.33,0.74,50.5,330.5,5
"NM37",543,9,0.157,17.26,34.85,0.74,44,320.5,6
"NM38",544,20,0.146,18.75,37.9,0.74,44.4,350.1,6
"NM39",545,7,0.162,18.14,37.49,0.74,44.5,327.5,5
"NM40",546,2,0.112,27.23,39.29,0.74,30,326.9,5
"NM41",547,0,0.153,19.83,37.7,0.74,41.1,329.9,5
"NM42",548,53,0.236,12.54,36.73,0.74,63.7,326.7,4
"NM43",549,85,0.24,12.66,37.93,0.74,68.8,349.2,4
"NM44",550,74,0.234,12.47,37.77,0.74,61.7,316.1,4
"NM45",551,57,0.235,12.8,34.48,0.74,65.1,337,4
"NM46",552,95,0.168,16.22,32.85,0.74,46.9,320.7,5
"NM47",553,87,0.181,14.45,33.18,0.74,52.3,325.8,5
"NM48",554,177,0.205,12.35,34.87,0.74,62.9,341.2,6
"NM49",555,23,0.168,16.88,38.24,0.74,48.6,338.8,5
"NM51",556,0,0.143,21.52,36.99,0.74,37.6,324.7,5
"NM52",557,19,0.255,11.88,35.41,0.74,68.4,327.5,4
"NM53",558,66,0.219,14.32,25.38,0.74,52.1,294.6,4
"NM54",559,102,0.311,9.54,28.86,0.74,83.6,325.3,4
"NM55",560,164,0.289,10.51,31.65,0.74,77.7,329.5,4
"NM56",561,116,0.222,12.88,33.65,0.74,61,323.7,3
"NM57",562,24,0.195,13.77,33.2,0.74,56.5,331.1,5
"NM59",563,12,0.187,15.07,35.63,0.74,55,344.4,5
"NM60",564,3,0.136,22.75,33.87,0.74,34.7,314.6,5
"NM61",565,0,0.13,24.22,34.49,0.74,33.8,323.8,5
"NM62",566,56,0.206,14.32,37.61,0.74,53.8,314.9,5
"NM63",567,68,0.226,13.62,29.47,0.74,55.6,301.6,4
"NM64",568,109,0.307,10.7,32.94,0.74,83.4,344.3,5
"NM65",569,79,0.269,11.68,34.99,0.74,70,323.8,4
"NM66",570,139,0.211,14.8,35.75,0.74,57.1,334.4,4
"NM67",571,58,0.198,14.7,33.29,0.74,55.2,331.3,4
"NM68",572,45,0.21,13.44,34.83,0.74,62.2,347.9,5
"NM69",573,50,0.215,13.62,34.87,0.74,61.9,344.6,3
"NM70",574,171,0.212,12.43,32.57,0.74,60.2,321.8,5
"NM71",575,153,0.247,9.66,25.05,0.74,73.7,322.6,5
"NM72",576,6,0.168,18.95,36.49,0.74,44.7,333.8,4
"NM73",577,47,0.231,11.74,33.68,0.74,68,340.5,5
"NM74",578,75,0.232,12.87,35.07,0.74,58.7,306.4,3
"NM75",579,87,0.193,17.47,34.26,0.74,46.2,308.8,4
"NM76",580,157,0.28,11.66,40.57,0.74,74.1,335.5,5
"NM77",581,43,0.194,16.82,37.83,0.74,48,313.9,4
"NM78",582,45,0.226,14.03,38.22,0.74,59.7,328.5,4
"NM79",583,32,0.227,14.81,38,0.74,61.7,347.8,5
"NM80",584,89,0.251,11.24,36.88,0.74,70.7,330.7,4
"NM81",585,55,0.254,12.84,39.43,0.74,67.1,331.8,5
"NM82",586,59,0.299,9.72,32.72,0.74,85.8,344.1,4
"NM83",587,160,0.294,8.89,28.12,0.74,88.4,341.8,4
"NM84",588,62,0.271,10.56,33.07,0.74,80.9,353.8,4
"NM85",589,0,0.177,19.67,39.42,0.74,44.4,329.6,4
"NM86",590,112,0.188,18.45,37.92,0.74,44.3,311.7,4
"NM87",591,4,0.157,23.34,36.34,0.74,34.8,303.2,4
"NM88",592,4,0.151,23.45,35.92,0.74,33.9,302.7,3
"NM89",593,5,0.155,21.53,35.49,0.74,36.2,303.6,5
"NM90",594,1,0.222,14.63,37.21,0.74,57.9,326.5,5
"NM91",595,43,0.236,14.65,39.05,0.74,61.9,338.4,6
"NM92",596,23,0.213,14.27,38.29,0.74,58.8,337.4,3
"NM93",597,118,0.32,9.26,31.13,0.74,89.7,340.1,4
"NM94",598,155,0.301,10.77,38.74,0.74,86.8,365.2,5
"NM95",599,50,0.289,10.66,34.22,0.74,82.7,351.8,4
"NM96",600,26,0.178,19.98,41.87,0.74,44.2,330,4
"NM97",601,33,0.186,18.66,40.21,0.74,45,318.2,4
"NM98",602,13,0.147,25.87,38.66,0.74,32.3,308.4,5
"NM99",603,8,0.142,27.52,38.2,0.74,30.6,306.9,5
"NN00",604,55,0.233,13.82,37.5,0.74,60.4,323.6,5
"NN01",605,25,0.203,14.96,35.92,0.74,58.5,353.6,5
"NN02",606,108,0.27,12.36,40.41,0.74,74.2,349.5,5
"NN03",607,96,0.203,16.89,43.06,0.74,58.3,371.5,4
"NN04",608,84,0.168,20.51,45.47,0.74,47,369.6,4
"NN05",609,66,0.191,18.3,42.61,0.74,52.6,365.8,4
"NN06",610,26,0.276,11.88,35.86,0.74,73.2,338,5
"NN07",611,36,0.248,13.57,38.45,0.74,64.7,335.5,5
"NN08",612,43,0.141,28.21,40.11,0.74,30.7,315,5
"NN09",613,23,0.143,28.15,38.26,0.74,29.8,301.9,5
"NN10",614,109,0.211,15.52,36.54,0.74,57.4,343.4,5
"NN11",615,189,0.199,15.48,37.58,0.74,56.4,349.6,4
"NN12",616,48,0.204,15.14,39.42,0.74,59.1,358.9,4
"NN13",617,38,0.165,19.94,43.2,0.74,48.9,382.8,5
"NN14",618,24,0.173,18.78,44.2,0.74,54.3,405.1,5
"NN15",619,133,0.165,20,44.3,0.74,50.6,400.7,6
"NN16",620,87,0.159,20.88,45.12,0.74,47.5,392.1,6
"NN17",621,105,0.219,15.07,35.11,0.74,67.9,398.5,4
"NN18",622,90,0.215,15.7,32.61,0.74,59.5,361.9,4
"NN19",623,41,0.14,29.56,40.24,0.74,29.1,306.5,4
"NN20",624,32,0.184,16.13,35,0.74,56.8,374.8,6
"NN21",625,6,0.17,18.24,36.89,0.74,53.1,389.7,5
"NN22",626,65,0.171,18.58,38.89,0.74,52.4,389,5
"NN23",627,23,0.179,17.29,42.01,0.74,53,369.2,5
"NN24",628,33,0.159,21.18,43.63,0.74,47.6,393.6,5
"NN25",629,20,0.152,22.81,45.95,0.74,44.1,388.4,5
"NN26",630,37,0.146,24.91,45.66,0.74,40,378,4
"NN27",631,30,0.159,22.74,44.33,0.74,45,392.9,5
"NN28",632,36,0.174,20.9,38.23,0.74,43,336.1,4
"NN29",633,12,0.164,21.04,39.34,0.74,40.5,326.7,4
"NN30",634,50,0.184,16.7,37.38,0.74,57,383.1,5
"NN31",635,97,0.169,18.45,38.56,0.74,53.9,398.8,6
"NN32",636,105,0.17,18.5,39.01,0.74,52,384.9,6
"NN33",637,43,0.167,19.3,38.82,0.74,51.9,398.2,6
"NN34",638,43,0.161,20.55,40.3,0.74,48.4,392.1,5
"NN35",639,12,0.153,22.27,42.7,0.74,42.9,371.9,5
"NN36",640,42,0.148,24.02,43.47,0.74,41.2,378.3,5
"NN37",641,19,0.161,21.63,42.5,0.74,46.4,390.7,6
"NN38",642,2,0.15,26.11,41.42,0.74,38.9,373.2,5
"NN39",643,20,0.143,30.01,38.33,0.74,31.5,329.2,5
"NN40",644,14,0.208,15.57,35.56,0.74,58.4,356,4
"NN41",645,33,0.168,18.74,40.76,0.74,54.1,405.7,5
"NN42",646,62,0.173,18.23,39.65,0.74,56,410,6
"NN43",647,116,0.172,18.27,37.56,0.74,54.7,402.9,6
"NN44",648,5,0.17,18.67,37.84,0.74,53.1,399.1,6
"NN45",649,32,0.178,18.98,39.46,0.74,50.4,373.1,5
"NN46",650,1,0.15,23.93,39.2,0.74,42.2,386.3,5
"NN47",651,70,0.17,20.63,40.75,0.74,49.4,394.6,6
"NN48",652,60,0.171,22.5,38.74,0.74,47,393.7,3
"NN49",653,7,0.157,27.86,38.18,0.74,37.5,366.8,5
"NN50",654,59,0.193,16.19,35.27,0.74,54.2,349.6,4
"NN51",655,49,0.179,17.58,39.11,0.74,56,394.5,5
"NN52",656,52,0.204,16.39,39.12,0.74,66,419.9,4
"NN53",657,150,0.176,18.25,39.43,0.74,55.9,406.8,5
"NN54",658,106,0.183,18.87,43.07,0.74,58.3,422.9,4
"NN55",659,106,0.237,12.52,33.27,0.74,72,370.2,4
"NN56",660,25,0.179,20.97,40.37,0.74,53.7,415.3,5
"NN57",661,40,0.179,24.75,36.92,0.74,47.1,398.2,5
"NN58",662,36,0.185,18.34,35.25,0.74,51.2,361.8,4
"NN59",663,59,0.165,26.82,29.91,0.74,43.7,399.2,5
"NN60",664,33,0.165,20,30.88,0.74,31.3,246.7,5
"NN61",665,15,0.17,18.1,36.74,0.74,55.9,409.3,6
"NN62",666,65,0.21,15.96,35.28,0.74,64.1,394.3,4
"NN63",667,105,0.19,17.28,39.1,0.74,58.9,399.1,4
"NN64",668,217,0.183,18.09,42.41,0.74,59.7,423.9,5
"NN65",669,105,0.207,18.24,37.36,0.74,57.6,382.5,5
"NN66",670,8,0.196,17.42,35.58,0.74,53.8,359.6,4
"NN67",671,55,0.192,18.39,35.62,0.74,51.9,363.4,4
"NN68",672,32,0.199,16.79,36.31,0.74,55.2,361.4,4
"NN69",673,72,0.206,16.52,35.71,0.74,56.8,362.2,4
"NN70",674,23,0.164,21.37,32.33,0.74,30.9,253,4
"NN71",675,15,0.181,16.79,33.37,0.74,57.3,391.2,6
"NN72",676,51,0.232,13.62,34.69,0.74,71.9,388.9,4
"NN73",677,60,0.195,16.81,37.59,0.74,62.6,412.8,5
"NN74",678,148,0.246,12.09,34.41,0.74,75.6,374.4,4
"NN75",679,110,0.216,15.45,35.24,0.74,62.1,371.3,4
"NN76",680,40,0.243,11.63,31.95,0.74,76.3,372.5,5
"NN77",681,23,0.191,17.79,37.88,0.74,53.4,365.7,4
"NN78",682,4,0.182,19.17,40.22,0.74,50,368.5,4
"NN79",683,71,0.186,17.4,41.15,0.74,52.8,363.2,5
"NN80",684,11,0.158,27.91,28.5,0.74,33.3,315.8,5
"NN81",685,73,0.167,20.8,35.53,0.74,33.6,267.7,3
"NN82",686,39,0.205,16.6,40.41,0.74,58.3,372.4,4
"NN83",687,20,0.203,16.55,34.74,0.74,60.3,382.8,4
"NN84",688,106,0.226,13.29,33.73,0.74,69.5,375,3
"NN85",689,120,0.223,14.15,34.14,0.74,66.8,376.1,4
"NN86",690,150,0.272,9.58,26.79,0.74,83.8,351.9,5
"NN87",691,13,0.182,19.28,43.92,0.74,53,389.2,4
"NN88",692,17,0.169,22.54,45.38,0.74,46.9,390.8,5
"NN89",693,32,0.195,16,43.17,0.74,56.1,363.4,5
"NN90",694,20,0.182,18.62,23.64,0.74,54.3,390.3,4
"NN91",695,18,0.175,20.44,37.85,0.74,32.7,251.7,5
"NN92",696,29,0.176,18.72,38.95,0.74,34.9,256.5,5
"NN93",697,19,0.207,16.05,35.3,0.74,62.4,384.7,4
"NN94",698,13,0.244,12.46,33.23,0.74,74.8,376.3,4
"NN95",699,110,0.243,11.69,31.03,0.74,71,348,5
"NN96",700,108,0.193,17.31,41.24,0.74,55.3,370.8,4
"NN97",701,66,0.185,17.9,45.13,0.74,53.4,375,5
"NN98",702,20,0.179,17.99,45.98,0.74,50.3,360.9,5
"NN99",703,33,0.177,20.7,42.67,0.74,50.2,392.5,4
"NO00",704,35,0.174,20.37,32.34,0.74,37.1,285.6,4
"NO01",705,14,0.177,20.39,42.54,0.74,34.4,264.3,5
"NO02",706,42,0.176,21.29,38.15,0.74,31.2,245.8,5
"NO03",707,13,0.174,19.38,36.07,0.74,32.1,240.6,4
"NO04",708,62,0.229,13.07,32.76,0.74,63.9,340.3,4
"NO05",709,17,0.199,16.22,38.7,0.74,57.6,367.4,4
"NO06",710,77,0.191,17.35,36.07,0.74,57.2,382.8,4
"NO07",711,41,0.178,19.45,39.79,0.74,54.9,407.5,4
"NO08",712,41,0.181,18.08,47,0.74,51.1,366.1,5
"NO09",713,129,0.179,18.21,46.61,0.74,50.1,363.6,6
"NO10",714,30,0.18,21.94,41.84,0.74,36.3,286.6,4
"NO11",715,15,0.181,20.2,38.48,0.74,34.9,264,5
"NO12",716,58,0.172,21.63,40.22,0.74,31.7,255.1,5
"NO13",717,59,0.172,21.68,38.12,0.74,29.8,239.3,4
"NO14",718,81,0.174,19.46,34.95,0.74,31.8,239.5,5
"NO15",719,102,0.217,13.26,26.85,0.74,66,359.8,3
"NO16",720,68,0.189,16.57,29.13,0.74,58.5,382.6,4
"NO17",721,129,0.173,18.91,32.02,0.74,53.6,390.3,4
"NO18",722,29,0.179,18.16,45.28,0.74,50.3,362.8,5
"NO19",723,235,0.18,17.97,44.88,0.74,49.6,356.7,6
"NO20",724,21,0.188,19.5,42.27,0.74,39,283.6,5
"NO21",725,17,0.179,21.98,40.93,0.74,35.6,282.4,5
"NO22",726,53,0.176,23.3,42.33,0.74,32.9,270.1,5
"NO23",727,47,0.171,21.33,36.95,0.74,31.3,249.7,5
"NO24",728,21,0.168,20.77,37.46,0.74,28.4,225,3
"NO25",729,89,0.225,11.49,27.52,0.74,60.5,303.1,5
"NO26",730,36,0.194,17.49,34.32,0.74,53.6,358,4
"NO27",731,46,0.174,16.96,35.14,0.74,53,369.4,5
"NO28",732,23,0.18,17.44,40.1,0.74,50.9,360.5,6
"NO29",733,62,0.179,17.95,42.17,0.74,48.1,345.4,5
"NO30",734,18,0.211,15.79,40.66,0.74,45.1,277.2,4
"NO31",735,24,0.199,17.58,42.74,0.74,41.9,280.2,4
"NO32",736,29,0.166,23.41,46.33,0.74,32.1,270.6,5
"NO33",737,46,0.175,22.11,40.26,0.74,32.2,259.1,5
"NO34",738,44,0.17,19.95,37.99,0.74,30.3,233.8,5
"NO35",739,17,0.179,18.35,32.02,0.74,31.9,230.3,5
"NO36",740,30,0.185,15.58,30.31,0.74,52.9,340.7,5
"NO37",741,29,0.168,17.55,36.13,0.74,49.9,358,5
"NO38",742,6,0.179,17.67,35.84,0.74,48.4,346.2,6
"NO39",743,55,0.188,17.26,37.68,0.74,49,334.6,4
"NO40",744,9,0.196,18.97,37.43,0.74,40,280.9,5
"NO41",745,20,0.203,17.02,42.47,0.74,43,279.2,4
"NO42",746,19,0.184,19.55,44.92,0.74,38.2,279.4,4
"NO43",747,15,0.174,21.75,43.64,0.74,33.6,267.8,4
"NO44",748,25,0.168,21.9,39.81,0.74,30.3,245.9,4
"NO45",749,32,0.17,19.53,35.72,0.74,28.8,218.7,4
"NO46",750,18,0.185,15.65,30.36,0.74,51.7,332.5,5
"NO47",751,75,0.172,18.7,35.39,0.74,47.4,348.4,4
"NO48",752,42,0.178,17.94,33.23,0.74,47.6,344,6
"NO49",753,71,0.189,17.67,34.17,0.74,47,324,3
"NO50",754,31,0.209,15.09,42.81,0.74,45.2,271.5,4
"NO51",755,37,0.197,15.74,42.21,0.74,42.7,268.4,4
"NO52",756,3,0.158,22,37.89,0.74,33,273.9,4
"NO53",757,36,0.17,20.53,41.92,0.74,34.4,266.6,4
"NO54",758,21,0.165,21.81,38.86,0.74,31,251.6,4
"NO55",759,19,0.166,21.18,36.02,0.74,28.7,229.1,4
"NO56",760,27,0.179,18.33,32.86,0.74,29.5,212.2,5
"NO57",761,108,0.172,17.1,32.03,0.74,46.8,329.1,5
"NO58",762,23,0.175,18.93,32,0.74,46.1,345.3,5
"NO59",763,29,0.176,23.86,31.89,0.74,32.9,276,5
"NO60",764,9,0.198,15.94,45.11,0.74,42.4,268.1,3
"NO61",765,0,0.191,16.73,43.62,0.74,41.1,270.8,4
"NO63",766,1,0.172,19.47,39.88,0.74,35.5,265.1,4
"NO64",767,20,0.166,21.26,38.67,0.74,32.1,256.7,4
"NO65",768,13,0.157,23.04,36.64,0.74,27.8,236.4,4
"NO66",769,18,0.16,21.08,34.73,0.74,25.9,209,4
"NO67",770,16,0.175,18.3,31.03,0.74,28.5,204.7,4
"NO68",771,14,0.184,20.57,29.67,0.74,42.9,322,5
"NO69",772,30,0.183,24.72,31.23,0.74,22.9,190.2,6
"NO74",773,12,0.163,21.08,37.73,0.74,31.8,254.3,4
"NO75",774,24,0.154,23.69,35.69,0.74,27.9,242,5
"NO76",775,61,0.17,19.4,33.19,0.74,27.8,208,4
"NO77",776,15,0.169,18.22,32.62,0.74,26.4,191.1,4
"NO78",777,11,0.175,24.99,28.17,0.74,25.6,217.9,6
"NO79",778,45,0.186,21.5,32.79,0.74,21.4,164.9,5
"NO86",779,5,0.152,22.07,33.09,0.74,25.4,213,4
"NO87",780,27,0.167,17.93,33.17,0.74,25.7,186.1,5
"NO88",781,22,0.179,21.67,33.07,0.74,23.5,184.6,4
"NO89",782,11,0.167,23.63,38.54,0.74,19.1,162.4,5
"NO99",783,6,0.157,24.86,36.59,0.74,18.5,165.7,5
"NR15",784,14,0.149,19.1,38.47,0.74,39.2,310.5,5
"NR16",785,0,0.119,23.97,37.62,0.74,30.6,303.9,6
"NR24",786,21,0.131,21.32,39.03,0.74,33.1,295.1,6
"NR25",787,17,0.154,17.84,38.36,0.74,41.9,314.4,6
"NR26",788,70,0.146,19.43,37.22,0.74,37.1,299.4,6
"NR27",789,16,0.127,23.21,40.2,0.74,32.6,307.6,5
"NR33",790,0,0.099,27.9,33.8,0.74,26,303.8,7
"NR34",791,34,0.152,18.09,38.34,0.74,39.4,300.3,6
"NR35",792,15,0.184,14.52,27.29,0.74,45.7,285.1,6
"NR36",793,51,0.16,17.21,34.87,0.74,41.9,304.1,6
"NR37",794,7,0.143,19.97,38.53,0.74,36.8,304.1,6
"NR38",795,10,0.11,24.42,36.3,0.74,30.4,314.8,7
"NR39",796,27,0.152,18.3,39.81,0.74,41.8,319.7,6
"NR44",797,46,0.148,18.51,39.57,0.74,38.6,302.2,6
"NR45",798,39,0.16,16.04,31.73,0.74,39.6,277.4,7
"NR46",799,90,0.146,18.92,36.2,0.74,36.9,294.1,6
"NR47",800,37,0.144,19.4,37.42,0.74,37,299.6,6
"NR48",801,0,0.162,16.46,36.66,0.74,46,321.1,6
"NR49",802,34,0.138,21.2,40.95,0.74,37.1,320.6,5
"NR50",803,1,0.136,20.31,35.16,0.74,34.9,297.9,6
"NR51",804,0,0.137,19.58,39.31,0.74,35,291.8,7
"NR56",805,41,0.158,17.25,36.95,0.74,41.5,303.7,6
"NR57",806,25,0.151,17.98,34.52,0.74,38,289.7,6
"NR58",807,30,0.139,20.75,37.83,0.74,36.1,308.1,6
"NR59",808,0,0.138,21.79,37.64,0.74,35.7,314.6,5
"NR60",809,13,0.112,24.64,38.14,0.74,25.1,260.3,7
"NR61",810,11,0.134,18.65,37.77,0.74,34.5,280.6,6
"NR62",811,37,0.111,25.33,34.72,0.74,22,230.1,5
"NR63",812,42,0.153,14.92,31.52,0.74,37.9,258.9,8
"NR64",813,36,0.125,22.09,29.84,0.74,29.6,273.4,6
"NR65",814,24,0.154,16.53,27.71,0.74,43.4,312.8,7
"NR67",815,14,0.163,15.38,32.17,0.74,46.4,312.9,6
"NR68",816,63,0.147,19.12,37.1,0.74,38.2,304.9,6
"NR69",817,29,0.144,20.37,35.01,0.74,37.1,308.4,5
"NR70",818,13,0.113,24.26,32.58,0.74,21.3,217.8,7
"NR71",819,78,0.147,16.65,33.53,0.74,37.2,273.4,6
"NR72",820,29,0.135,17.65,37,0.74,33.4,264.2,8
"NR73",821,35,0.173,13.81,30.05,0.74,44.2,274.3,7
"NR74",822,18,0.176,13.74,31.91,0.74,45.3,277.6,6
"NR75",823,42,0.179,14.77,40.16,0.74,48.8,306.4,5
"NR76",824,48,0.194,13.34,35.31,0.74,51.1,294.5,5
"NR77",825,140,0.168,15.9,36.82,0.74,45.1,305.7,6
"NR78",826,192,0.247,11.32,38.39,0.74,68.3,323.3,3
"NR79",827,70,0.256,10.57,37.51,0.74,73,328.3,4
"NR82",828,25,0.117,21.83,32.74,0.74,22.9,217.6,8
"NR83",829,31,0.157,17.39,40.03,0.74,42.8,311.5,5
"NR84",830,36,0.183,14.25,39.62,0.74,49.7,304,5
"NR85",831,72,0.183,14.48,40.65,0.74,47.7,294.3,5
"NR86",832,66,0.193,13.67,38.29,0.74,51.2,299.9,5
