"Location","Loc_no","No_spp","Phi_in","Alpha","Wgt_n2","Phi_out","Spnum_in","Spnum_out","Iter"
"HU41",29,4,0.111,31.34,42.81,0.74,14.4,173,3
"HU42",30,7,0.109,31.7,43.06,0.74,14.9,181.2,4
"HU43",31,5,0.12,34.72,28.52,0.74,18.5,220.3,6
"HU44",32,17,0.11,30.05,41.6,0.74,16.6,194.4,5
"HU45",33,37,0.101,23.47,30.02,0.74,14.4,151.4,8
"HU46",34,18,0.102,22.88,30.72,0.74,14.8,151.6,8
"HU47",35,15,0.103,22.87,32.79,0.74,14.7,151.3,9
"HU48",36,14,0.096,25.19,30.23,0.74,13.8,154,8
"HU49",37,0,0.092,26.57,30.46,0.74,13.3,154.4,7
"HU53",38,0,0.112,37.97,28.48,0.74,18.9,246.8,5
"HU54",39,1,0.104,32.09,34.62,0.74,15.3,190,4
"HU55",40,2,0.084,38.84,46.27,0.74,10.3,160.5,7
"HU56",41,2,0.118,27.67,43.67,0.74,15.4,168.7,6
"HU57",42,0,0.099,30.86,45.96,0.74,13.6,171.6,7
"HU58",43,0,0.099,23.38,29.64,0.74,14.2,150.2,9
"HU59",44,8,0.103,23.05,31.85,0.74,14.8,151.7,8
"HU66",45,0,0.075,40.03,51.4,0.74,10,164.6,7
"HU67",46,0,0.087,35.76,45.5,0.74,11,160.5,8
"HU68",47,3,0.097,25,30.49,0.74,13.8,151.7,8
"HU69",48,3,0.105,26.98,42.23,0.74,15.8,176.1,6
"HU77",49,0,0.075,39.59,50.28,0.74,10.2,165.7,7
"HY10",50,20,0.156,22.85,30.02,0.74,33.9,293.4,4
"HY20",51,95,0.148,25.86,32.01,0.74,29.5,275.7,5
"HY21",52,24,0.132,23.68,38.94,0.74,15.2,141.4,4
"HY22",53,27,0.129,25.07,40.15,0.74,14.8,143.6,4
"HY23",54,0,0.102,35.82,44.01,0.74,11.1,144.2,5
"HY30",55,26,0.131,25.63,40.83,0.74,16.7,164.5,4
"HY31",56,29,0.132,24.52,39.72,0.74,15.4,146.6,3
"HY32",57,28,0.126,25.94,39.33,0.74,15.1,153.1,5
"HY33",58,8,0.142,28.88,36.62,0.74,23.5,234.1,6
"HY34",59,4,0.106,32.8,45.94,0.74,11,134.7,4
"HY35",60,3,0.096,43.22,38.71,0.74,11.8,173.8,6
"HY40",61,5,0.13,23.75,38.67,0.74,14.7,139,4
"HY41",62,25,0.127,25.16,40.12,0.74,14.4,140.7,3
"HY42",63,19,0.131,24.01,43.1,0.74,16.9,160.9,5
"HY43",64,7,0.129,24.3,44.37,0.74,16.6,159.5,5
"HY44",65,16,0.122,28.36,45.02,0.74,14,148.8,4
"HY45",66,11,0.12,29.18,46.2,0.74,13.2,143.8,4
"HY50",67,6,0.127,23.62,39.23,0.74,14.1,133.6,5
"HY51",68,22,0.126,24.8,40.27,0.74,13.9,136.2,4
"HY52",69,13,0.124,25.75,41.52,0.74,13.7,137.6,4
"HY53",70,7,0.123,27.28,44.42,0.74,13.7,143.2,4
"HY54",71,8,0.12,28.55,45.51,0.74,13.4,144.5,4
"HY55",72,7,0.1,34.78,44.86,0.74,10.3,133.2,4
"HY60",73,0,0.097,40.17,43.76,0.74,10.6,149.2,5
"HY61",74,0,0.097,39.04,41.21,0.74,10.8,150,5
"HY62",75,2,0.122,26.3,42.86,0.74,13.2,135.5,4
"HY63",76,4,0.119,27.51,43.8,0.74,12.6,134.1,4
"HY64",77,3,0.12,27.78,44.52,0.74,13.1,139.2,4
"HY73",78,0,0.096,39.05,36.86,0.74,10.9,153.6,5
"HY74",79,1,0.111,29.15,45.12,0.74,11.3,127.2,4
"HY75",80,8,0.121,27.83,44.17,0.74,12.9,137.1,4
"HZ16",81,6,0.096,35.56,46.42,0.74,11,153.2,6
"HZ17",82,5,0.102,34.74,44.71,0.74,11.8,158.5,5
"HZ26",83,11,0.113,30.99,43.23,0.74,11.9,141.6,3
"HZ27",84,100,0.115,27.63,40.58,0.74,16.8,184.9,6
"NA00",85,16,0.102,33.01,42.77,0.74,17.5,224.4,5
"NA10",86,4,0.073,44.1,43.37,0.74,10.6,185.4,6
"NA64",87,0,0.076,52.12,38.02,0.74,10.8,203.6,5
"NA74",88,4,0.076,50.04,42.2,0.74,12,225.6,6
"NA81",89,0,0.067,57.72,39.11,0.74,9.7,202.3,5
"NA90",90,0,0.093,37.84,29.98,0.74,14.2,199.1,5
"NA91",91,20,0.138,31.58,25.45,0.74,22.9,242.5,7
"NA92",92,8,0.132,29.05,29.37,0.74,21.6,230,5
"NA93",93,0,0.072,54.85,41.5,0.74,10.7,220.1,6
"NB00",94,38,0.137,30.3,26.5,0.74,23.9,250.5,6
"NB01",95,14,0.139,31.51,25.31,0.74,23.2,247.5,6
"NB02",96,22,0.141,29.47,24.81,0.74,23,236,6
"NB03",97,30,0.129,27,31.34,0.74,21.8,225.9,4
"NB10",98,49,0.137,30.12,26.77,0.74,25.1,262.9,6
"NB11",99,33,0.136,30.7,25.84,0.74,23.4,248.9,5
"NB12",100,3,0.132,28.58,27.95,0.74,22.1,230.1,4
"NB13",101,10,0.123,31.81,32.91,0.74,19.7,229.4,5
"NB14",102,11,0.108,34.91,38.51,0.74,17.7,233.6,4
"NB20",103,8,0.136,28.83,27.53,0.74,25.6,264.6,5
"NB21",104,18,0.139,28.22,27.81,0.74,25.4,256.2,5
"NB22",105,3,0.11,35.74,32.53,0.74,18.7,245.3,5
"NB23",106,38,0.114,30.93,29.22,0.74,17.3,206,5
"NB24",107,6,0.112,31.15,34.77,0.74,17.3,208.2,5
"NB25",108,0,0.077,46.21,37.88,0.74,10.2,182.3,6
"NB30",109,0,0.136,27.56,28.83,0.74,26.4,267,4
"NB31",110,0,0.135,25.79,30.99,0.74,24.4,239.5,4
"NB32",111,4,0.117,32.23,39.98,0.74,20.1,246.6,5
"NB33",112,21,0.117,32.55,22.46,0.74,16.6,197,5
"NB34",113,3,0.118,32.67,21.89,0.74,15.9,186.6,5
"NB35",114,7,0.108,30.9,32.62,0.74,16.3,200.2,7
"NB40",115,0,0.12,28.46,30.49,0.74,27.7,299.2,4
"NB41",116,0,0.129,27.44,34.15,0.74,26.6,275,4
"NB42",117,4,0.124,30.62,36.14,0.74,22.4,253,5
"NB43",118,57,0.109,30.73,37.47,0.74,17.8,216.7,7
"NB44",119,0,0.119,39.53,20.14,0.74,15.5,197.6,7
"NB45",120,6,0.12,39.39,19.29,0.74,14.8,185.8,8
"NB46",121,0,0.113,34.82,31.82,0.74,17.9,230.4,5
"NB52",122,0,0.128,29.72,37.58,0.74,23.8,261.4,5
"NB53",123,3,0.116,33.86,35.92,0.74,19.7,247.3,5
"NB54",124,12,0.114,33.5,26.08,0.74,15.9,192,5
"NB55",125,17,0.116,54.78,19.84,0.74,14.5,215.4,9
"NB56",126,3,0.116,36.08,29.65,0.74,17.7,228.8,4
"NB90",127,79,0.15,20.67,34.52,0.74,35.6,294.5,5
"NB91",128,9,0.151,22.46,34.59,0.74,34.2,294.7,4
"NC00",129,33,0.157,22.54,36.22,0.74,37.5,317.6,5
"NC01",130,100,0.167,19.88,36.42,0.74,40.2,309.2,3
"NC02",131,42,0.166,18.95,36.49,0.74,40.1,303.6,6
"NC03",132,30,0.16,19.44,34.91,0.74,38.3,300.1,6
"NC10",133,32,0.164,21.84,37.23,0.74,40.5,330.8,4
"NC11",134,56,0.164,21.61,38.61,0.74,40.7,330.6,5
"NC12",135,22,0.161,20.78,38.89,0.74,39.8,321,5
"NC13",136,113,0.165,19.23,37.39,0.74,40.7,312,6
"NC14",137,35,0.163,19.26,37.33,0.74,40.3,310.5,6
"NC15",138,16,0.155,19.34,34.01,0.74,38.2,302.5,7
"NC16",139,20,0.152,20.63,36.14,0.74,36.5,302.9,6
"NC20",140,9,0.15,24.36,36.39,0.74,34.1,313.3,4
"NC21",141,35,0.169,21.73,38.02,0.74,42.5,348.9,4
"NC22",142,61,0.16,21.29,38.47,0.74,41,336.5,4
"NC23",143,33,0.16,20.28,38.02,0.74,40,320.5,6
"NC24",144,14,0.157,20.65,37.76,0.74,39,318.4,6
"NC25",145,17,0.154,20.79,37.19,0.74,38.2,315.3,6
"NC26",146,6,0.151,21.22,36.92,0.74,37.1,313.1,6
"NC27",147,17,0.154,20.85,35.81,0.74,37.1,307.3,6
"NC30",148,12,0.153,25.57,36.86,0.74,33.9,315.1,5
"NC31",149,19,0.097,32.69,34.03,0.74,15.7,202.4,5
"NC32",150,0,0.155,22.42,37.41,0.74,38.7,332.4,4
"NC33",151,4,0.156,21.88,37.91,0.74,39.3,332.9,5
"NC34",152,20,0.154,22.29,37.51,0.74,39,337,5
"NC35",153,54,0.153,21.13,37.33,0.74,38.1,319.2,5
"NC36",154,63,0.153,21.02,37.01,0.74,38,316.8,5
"NC37",155,21,0.151,21.14,36.12,0.74,37,310.8,6
"NC40",156,42,0.165,19.54,37.48,0.74,41.3,320.4,6
"NC41",157,0,0.077,50.22,37.93,0.74,12.7,228.8,5
"NC42",158,0,0.075,52.35,38.01,0.74,11.1,207.4,5
"NC43",159,1,0.08,52.37,37.36,0.74,13,232.3,6
"NC44",160,56,0.152,21.02,37.68,0.74,37.9,317.2,6
"NC45",161,63,0.159,20.1,37.45,0.74,39.7,317.1,6
"NC46",162,86,0.158,20.69,37.46,0.74,38.7,315.6,5
"NC50",163,23,0.17,21.31,28.07,0.74,29.4,229.9,5
"NC51",164,5,0.086,41.41,35.63,0.74,11.7,180.9,4
"NC52",165,4,0.074,53.81,38.44,0.74,10.8,206.5,5
"NC53",166,3,0.072,54.75,38.37,0.74,10.6,207,4
"NC54",167,44,0.089,35.23,43.28,0.74,17,239.5,6
"NC55",168,70,0.154,20.94,36.79,0.74,38.5,318.7,5
"NC56",169,21,0.154,20.89,36.09,0.74,37.9,314,5
"NC60",170,1,0.091,40.08,43.49,0.74,15.8,234.9,5
"NC61",171,0,0.073,52.28,39.82,0.74,10.9,208.4,5
"NC62",172,3,0.072,53.02,39.7,0.74,10.9,209.7,5
"NC63",173,19,0.072,52.35,39.83,0.74,10.5,202.6,5
"NC64",174,11,0.071,52.26,39,0.74,10.2,197.1,5
"NC65",175,29,0.154,20.94,36.65,0.74,38.2,315.6,5
"NC66",176,28,0.159,21.2,31.66,0.74,35.9,296.5,5
"NC70",177,26,0.153,24.26,29.28,0.74,32.3,287.3,5
"NC71",178,0,0.072,51.41,40.97,0.74,10.8,206.5,5
"NC72",179,0,0.071,50.34,39.88,0.74,10.5,201.3,6
"NC73",180,0,0.072,49.21,40.02,0.74,10.3,193,6
"NC74",181,10,0.071,50.39,39.27,0.74,10.1,192.5,6
"NC75",182,49,0.148,22.07,37.71,0.74,36.5,315.9,5
"NC76",183,34,0.156,21.14,35.49,0.74,36,300.4,5
"NC80",184,34,0.173,20.45,25.62,0.74,36.9,280.9,4
"NC81",185,5,0.074,44.82,42.76,0.74,12.1,212.4,4
"NC82",186,6,0.071,48.99,39.97,0.74,10.2,192,5
"NC83",187,14,0.071,48.4,39.79,0.74,10,188.2,5
"NC84",188,22,0.072,46.59,38.94,0.74,9.9,181,5
"NC85",189,8,0.075,43.52,42.26,0.74,11.8,203.2,5
"NC86",190,40,0.159,20.6,34.05,0.74,36.1,294.2,5
"NC90",191,10,0.132,27.55,31.84,0.74,23.6,239,4
"NC91",192,23,0.156,21.77,25.71,0.74,34.3,288.2,4
"NC92",193,10,0.07,48.87,40.12,0.74,10.3,193.9,5
"NC93",194,4,0.071,48.68,39.7,0.74,10.2,192.7,5
"NC94",195,19,0.072,46.66,38.94,0.74,10.1,183.8,5
"NC95",196,5,0.073,47.08,41.16,0.74,11.4,206.8,5
"NC96",197,25,0.162,19.92,32.92,0.74,36.4,287.5,5
"ND01",198,19,0.156,20.89,22.09,0.74,31.9,260.3,4
"ND02",199,16,0.075,42.78,42.33,0.74,12.9,218.3,5
"ND03",200,6,0.071,48.86,40.04,0.74,10.3,194,5
"ND04",201,2,0.073,46.73,38.73,0.74,10.2,184.8,5
"ND05",202,4,0.074,43.58,39.54,0.74,10.6,183.1,6
"ND06",203,10,0.128,25.7,33.5,0.74,16.6,163,4
"ND07",204,11,0.134,22.97,41.77,0.74,18.3,168.3,5
"ND12",205,11,0.143,22.36,30.79,0.74,30.6,270,5
"ND13",206,44,0.075,43.46,42.95,0.74,12.7,217.5,5
"ND14",207,3,0.072,46.61,40.48,0.74,10.7,193.6,5
"ND15",208,12,0.127,26.32,31.78,0.74,15.2,152.9,4
"ND16",209,15,0.128,24.51,35.27,0.74,15.8,152.3,4
"ND17",210,13,0.154,22.52,31.06,0.74,33.6,289.8,4
"ND19",211,29,0.162,22.13,29.2,0.74,32.8,272.5,4
"ND23",212,6,0.118,30.39,31.85,0.74,17.4,194.7,4
"ND24",213,9,0.075,46.1,38.39,0.74,10.9,193.9,5
"ND25",214,6,0.126,26.43,34.74,0.74,15.5,156.3,4
"ND26",215,7,0.127,24.06,36.16,0.74,15.4,146.8,4
"ND27",216,48,0.129,23.11,37.12,0.74,15.2,142.2,5
"ND28",217,19,0.12,26.77,43.78,0.74,13.6,141.3,3
"ND29",218,15,0.151,23.61,33.33,0.74,33.3,298,4
"ND33",219,0,0.12,27,31.1,0.74,14.7,152,5
"ND34",220,6,0.124,26.88,35.34,0.74,16.7,171,4
"ND35",221,4,0.127,23.17,35.6,0.74,14.9,139.7,5
"ND36",222,2,0.08,35.69,43.69,0.74,11.7,172.2,7
"ND37",223,12,0.127,24.87,39.12,0.74,15.1,147.7,4
"ND38",224,24,0.123,24.18,41.16,0.74,13.8,133.8,5
"ND39",225,9,0.121,25.72,41.85,0.74,13.2,134.1,4
"ND47",226,5,0.104,30.67,45.38,0.74,11,131.3,4
"ND48",227,26,0.126,23.69,39.29,0.74,14.4,137,5
"ND49",228,13,0.128,23.2,38.66,0.74,14.3,134.4,5
"ND59",229,4,0.106,29.18,44.17,0.74,11,125.8,4
"NF09",230,76,0.129,27.31,40.68,0.74,23.8,250.4,5
"NF19",231,45,0.142,25.58,34.54,0.74,25,241.9,3
"NF56",232,0,0.056,61.92,42.56,0.74,7.9,188.4,6
"NF58",233,0,0.067,51.35,39.65,0.74,9.5,187.6,5
"NF60",234,27,0.163,17.36,31.58,0.74,42.3,306.6,6
"NF61",235,0,0.078,45.99,37.5,0.74,14.2,242.8,4
"NF66",236,2,0.072,42.38,44.16,0.74,10.7,183.7,7
"NF67",237,4,0.074,43.06,43.07,0.74,11,187.4,6
"NF68",238,0,0.062,53.99,41.08,0.74,8.7,182.8,6
"NF70",239,88,0.143,21.45,38.19,0.74,35,302.4,6
"NF71",240,21,0.127,26.46,41.39,0.74,29.1,298,4
"NF72",241,21,0.145,24.4,34.33,0.74,32.8,302.8,4
"NF73",242,38,0.138,25.6,34.93,0.74,28.5,278,3
"NF74",243,2,0.121,27.98,35.61,0.74,23,253.7,6
"NF75",244,8,0.119,28.25,37.62,0.74,22.9,255.3,6
"NF76",245,4,0.116,29.06,37.37,0.74,21.1,243.6,7
"NF77",246,34,0.124,28.65,39.67,0.74,22.8,252.7,6
"NF80",247,0,0.066,52.02,39.57,0.74,9.9,194,4
"NF81",248,12,0.118,23.58,32.19,0.74,31.6,311.8,6
"NF82",249,5,0.117,24.17,35.7,0.74,31.4,315.2,6
"NF83",250,8,0.113,25.79,36.93,0.74,29.1,308,6
"NF84",251,0,0.128,28.5,35.39,0.74,24.6,264.4,4
"NF85",252,12,0.122,27.9,36.45,0.74,22.3,242.7,5
"NF86",253,27,0.12,28.06,37.32,0.74,20.5,225.6,6
"NF87",254,8,0.121,29.23,41.78,0.74,21.9,247.3,5
"NF88",255,2,0.12,30.79,34.46,0.74,20.9,239.9,5
"NF89",256,0,0.067,50.78,38.65,0.74,9.5,185.3,5
"NF95",257,0,0.1,34.49,34.79,0.74,22.5,297.7,4
"NF96",258,2,0.109,38.07,33.28,0.74,21.1,283.8,5
"NF97",259,3,0.076,58.93,34.73,0.74,12.4,242.9,6
"NF98",260,16,0.1,35.43,44.29,0.74,17.7,242.1,5
"NF99",261,5,0.11,33.56,30.18,0.74,22,268.5,5
"NG07",262,0,0.064,52.86,39.12,0.74,9.4,189.1,5
"NG08",263,30,0.128,29.64,31.16,0.74,25.8,277.9,5
"NG09",264,46,0.132,31.45,28.66,0.74,24.7,268.7,6
"NG13",265,0,0.107,26.05,34.1,0.74,28.8,311.2,6
"NG14",266,9,0.142,20.22,36.73,0.74,38,316.6,6
"NG15",267,0,0.138,22.9,34.98,0.74,34.3,310.9,5
"NG18",268,0,0.115,30.67,38.24,0.74,20.9,245.2,3
"NG19",269,38,0.127,31.6,30.62,0.74,24.7,273.4,5
"NG20",270,133,0.164,15.86,37.75,0.74,47.6,325.6,6
"NG23",271,0,0.12,22.7,36.34,0.74,33.2,315.3,6
"NG24",272,29,0.155,21.04,31.68,0.74,37.3,306.2,4
"NG25",273,12,0.143,22.23,32.85,0.74,35.1,307.3,5
"NG26",274,7,0.131,23.72,34.98,0.74,31.8,301,5
"NG29",275,49,0.117,30.51,34.58,0.74,23.7,269.9,4
"NG30",276,11,0.156,17.87,39.75,0.74,44.9,333.7,5
"NG31",277,0,0.136,20.65,36.73,0.74,38.7,330,6
"NG32",278,30,0.174,16.81,35.88,0.74,47,322.2,5
"NG33",279,42,0.148,22.66,35.65,0.74,39.3,343.1,4
"NG34",280,1,0.136,24.71,29.82,0.74,27.8,265.1,4
"NG35",281,34,0.135,25.92,32.74,0.74,29.7,290.7,5
"NG36",282,49,0.124,27.02,34.45,0.74,24.6,257.5,4
"NG37",283,13,0.121,26.99,36.61,0.74,23.1,246.3,6
"NG38",284,0,0.078,41.5,33.87,0.74,12.9,203.6,4
"NG39",285,0,0.079,37.76,33.76,0.74,13.3,200.2,4
"NG40",286,0,0.167,17.05,39.69,0.74,48.4,339.8,5
"NG41",287,14,0.157,18.41,38.83,0.74,45.1,339.8,5
"NG42",288,34,0.159,18.76,37.69,0.74,45.9,346,5
"NG43",289,6,0.168,16.57,34.75,0.74,45.5,314,5
"NG44",290,27,0.155,21.72,32.01,0.74,38.7,323.4,4
"NG45",291,33,0.153,20.56,37.39,0.74,40.9,333.4,5
"NG46",292,95,0.142,24.15,35.14,0.74,33.7,311.5,3
"NG47",293,28,0.132,24.25,34.91,0.74,26.9,259.2,6
"NG49",294,84,0.093,33.93,33.13,0.74,16.3,213.5,4
"NG50",295,61,0.177,16.05,38.45,0.74,52,344.2,5
"NG51",296,74,0.179,15.56,38.42,0.74,52.8,341.3,5
"NG52",297,52,0.173,17.05,36.66,0.74,49.8,344.8,5
"NG53",298,89,0.187,14.76,33.25,0.74,53,327.5,5
"NG54",299,96,0.165,15.98,34.57,0.74,45.5,310.1,6
"NG55",300,32,0.161,19.89,38.39,0.74,42.3,327.8,4
"NG56",301,5,0.138,23.38,30.83,0.74,28.8,265.4,5
"NG60",302,85,0.193,14.69,36.08,0.74,56.9,345.2,5
"NG61",303,127,0.184,15.48,34.76,0.74,52.8,336.7,5
"NG62",304,69,0.192,14.26,34.11,0.74,54.7,328.3,5
"NG63",305,12,0.171,15.72,29.66,0.74,46.4,308.2,6
"NG64",306,0,0.167,15.86,31.41,0.74,45.1,304.6,6
"NG65",307,1,0.155,17.59,36.19,0.74,42,311,6
"NG66",308,0,0.147,18.23,38.31,0.74,42.4,329.3,7
"NG70",309,15,0.201,15.06,36.74,0.74,55.4,333.9,4
"NG71",310,118,0.234,13.72,36.89,0.74,64.2,342.4,4
"NG72",311,74,0.213,14.12,36.26,0.74,59.8,340.2,4
"NG73",312,60,0.216,13.57,32.84,0.74,58.4,323.8,4
"NG74",313,54,0.173,15.51,33.22,0.74,47.7,313.8,6
"NG75",314,35,0.17,16.66,35.75,0.74,46,318.4,6
"NG76",315,18,0.179,16.94,36.86,0.74,47.5,325,5
"NG77",316,14,0.159,19.37,37.27,0.74,40.3,311.9,5
"NG78",317,14,0.14,22.88,37.13,0.74,34.1,306.9,5
"NG79",318,17,0.148,21.86,37.61,0.74,34.9,299.3,5
"NG80",319,93,0.149,20.49,34.34,0.74,35.5,294.2,6
"NG81",320,56,0.211,15.01,34.12,0.74,59.9,355.4,4
"NG82",321,72,0.236,13.28,32.45,0.74,65.9,347.6,4
"NG83",322,115,0.234,13.56,34.44,0.74,61.7,328.9,4
"NG84",323,147,0.178,15.64,34.22,0.74,49.5,323.5,5
"NG85",324,81,0.195,15.34,36.25,0.74,52.9,329.9,5
"NG86",325,7,0.172,17.46,34.73,0.74,46.7,330.6,5
"NG87",326,77,0.19,15.78,35.04,0.74,49.3,314.3,5
"NG88",327,66,0.164,18.74,33.77,0.74,39.2,293.5,5
"NG89",328,13,0.158,20.22,33.68,0.74,35.9,285.7,5
"NG90",329,12,0.139,27.85,36.1,0.74,30.1,305.4,5
"NG91",330,43,0.135,26.74,34.68,0.74,29.6,296.1,4
"NG92",331,51,0.172,17.48,36.31,0.74,43.6,310.2,6
"NG93",332,37,0.206,14.68,35.54,0.74,57.8,343,5
"NG94",333,97,0.213,13.54,35.17,0.74,61.8,346,5
"NG95",334,88,0.204,14.57,34.76,0.74,59.4,354.3,5
"NG96",335,115,0.206,14.64,34.6,0.74,57.8,343,5
"NG97",336,190,0.212,14.07,34.6,0.74,57.6,329.8,5
"NG98",337,40,0.166,18.68,34.86,0.74,40.5,301.4,5
"NG99",338,9,0.167,18.43,33.54,0.74,39.2,290.2,5
"NH00",339,21,0.137,30.66,40.36,0.74,29.4,317.3,4
"NH01",340,9,0.136,30.81,37.94,0.74,28.8,310.4,5
"NH02",341,17,0.135,28,35.92,0.74,28,288.1,4
"NH03",342,3,0.137,24.57,35.09,0.74,29.2,279.3,5
"NH04",343,43,0.147,22.98,33.5,0.74,32,285.9,5
"NH05",344,84,0.207,15.37,35.37,0.74,54.4,332.9,5
"NH06",345,90,0.215,14.71,36.18,0.74,59.5,347.1,3
"NH07",346,23,0.208,15.67,36.94,0.74,57.2,352.4,5
"NH08",347,16,0.178,18.1,34.93,0.74,45.1,320.5,4
"NH09",348,23,0.165,18.91,34.49,0.74,40.1,303.6,6
"NH10",349,18,0.155,21.42,40.87,0.74,34.2,285.2,4
"NH11",350,7,0.145,28.55,39.55,0.74,30.2,306.8,5
"NH12",351,81,0.156,26.44,37.75,0.74,32.7,306.8,4
"NH13",352,37,0.149,24.24,37.21,0.74,30.7,280.6,4
"NH14",353,9,0.161,20.4,34.73,0.74,34.4,277.4,5
"NH15",354,14,0.169,18.25,33.61,0.74,37.2,273.4,5
"NH16",355,12,0.16,21.74,30.35,0.74,33,273.2,4
"NH17",356,34,0.192,17.69,35.4,0.74,48.5,331.1,4
"NH18",357,126,0.185,17.23,33.29,0.74,45.8,310.2,3
"NH19",358,33,0.176,18.88,34.59,0.74,42.9,313.1,4
"NH20",359,39,0.175,16.79,37.82,0.74,42.2,290.9,6
"NH21",360,30,0.165,17.2,39.42,0.74,37.8,271.4,6
"NH22",361,122,0.223,12.87,35.7,0.74,56.2,302.9,6
"NH23",362,94,0.191,16.97,38.27,0.74,46.1,309.2,5
"NH24",363,15,0.182,17.57,35.61,0.74,41.1,286.7,5
"NH25",364,19,0.195,16,36.65,0.74,45.4,292.2,5
"NH26",365,72,0.189,16.97,35.31,0.74,42.7,286.3,5
"NH27",366,48,0.188,17.79,31.93,0.74,40.5,279.2,4
"NH28",367,79,0.201,16.79,33.26,0.74,52.3,343.1,5
"NH29",368,12,0.168,21.4,34.7,0.74,41.2,328.6,4
"NH30",369,27,0.201,15.87,35.72,0.74,53.6,336.3,4
"NH31",370,137,0.179,16.18,37.44,0.74,42.4,283.9,6
"NH32",371,35,0.176,17.51,42.6,0.74,41.1,291.4,5
"NH33",372,121,0.213,15.46,38.13,0.74,52.7,321.2,5
"NH34",373,21,0.182,18.03,39.29,0.74,43,304,5
"NH35",374,29,0.199,16.02,36.29,0.74,47.9,305.7,5
"NH36",375,81,0.198,16.1,36.37,0.74,45.8,293.1,5
"NH37",376,20,0.182,17.64,31.16,0.74,38.3,265,4
"NH38",377,80,0.194,17.25,29.96,0.74,42.3,281.1,4
"NH39",378,21,0.17,20.5,33.33,0.74,43,338.7,5
"NH40",379,11,0.152,24.37,39.89,0.74,32.2,294.3,5
"NH41",380,73,0.249,12.08,36,0.74,66.1,329.2,5
"NH42",381,113,0.184,16.6,41.94,0.74,44.5,300.4,6
"NH43",382,47,0.219,14.67,36.58,0.74,54.9,322.3,5
"NH44",383,29,0.22,15.03,39.99,0.74,54.2,321,5
"NH45",384,70,0.228,16.13,37.38,0.74,50,301.9,4
"NH46",385,12,0.186,15.95,33.27,0.74,42.4,277.6,6
"NH47",386,5,0.154,18.92,32.19,0.74,30.9,239.4,5
"NH48",387,51,0.178,17.2,29.36,0.74,37.5,259.3,5
"NH49",388,26,0.176,22.98,29.57,0.74,33.8,271.6,5
"NH50",389,8,0.153,31.86,39.39,0.74,32.3,343.1,4
"NH51",390,2,0.17,19.91,36.17,0.74,39.9,308.9,5
"NH52",391,102,0.248,12.33,37.45,0.74,63.6,321.7,5
"NH53",392,61,0.239,12.97,38.25,0.74,59.9,316.2,5
"NH54",393,50,0.203,19.58,37.83,0.74,43.2,303.9,5
"NH55",394,47,0.193,20.03,37.13,0.74,38.9,283.7,5
"NH56",395,26,0.193,20.3,43.08,0.74,41.7,305.8,5
"NH57",396,12,0.189,17.01,34.78,0.74,43.6,294.1,5
"NH58",397,16,0.087,39.28,36.1,0.74,15.1,223.7,4
"NH59",398,43,0.201,17.9,28.03,0.74,42,281.2,4
"NH60",399,7,0.175,26.36,36.6,0.74,41.1,368.8,4
"NH61",400,5,0.139,22.23,36.34,0.74,30.6,275.9,6
"NH62",401,17,0.175,19.11,38.19,0.74,40.1,299.4,5
"NH63",402,27,0.236,14.05,36.85,0.74,55.1,304.2,3
"NH64",403,23,0.201,18.96,38.61,0.74,42.3,294.3,4
"NH65",404,28,0.191,20.08,42.07,0.74,40.5,296.8,5
"NH66",405,18,0.183,20.17,42.39,0.74,38.1,285.6,4
"NH67",406,16,0.191,19.81,39.56,0.74,40.1,290.2,4
"NH68",407,65,0.193,17.79,23.4,0.74,39.5,266.5,4
"NH69",408,46,0.185,17.98,27.18,0.74,42,293.5,3
"NH70",409,44,0.171,19.89,40.39,0.74,46.9,361.4,4
"NH71",410,14,0.145,22.78,35.76,0.74,32.4,290.7,6
"NH72",411,7,0.155,22.47,37.59,0.74,34.8,299.8,4
"NH73",412,57,0.186,17.44,39.16,0.74,46.1,317.7,5
"NH74",413,29,0.204,18.57,40.08,0.74,42.5,290.6,4
"NH75",414,33,0.178,20.85,41,0.74,35.8,277.1,4
"NH76",415,5,0.178,20.19,42.92,0.74,36,275.2,4
"NH77",416,43,0.189,18.28,41.82,0.74,37.8,266.3,4
"NH78",417,46,0.183,17.85,38.37,0.74,35.4,249,5
"NH79",418,52,0.19,20.53,25.48,0.74,37.8,274.5,6
"NH80",419,171,0.251,11.88,37.47,0.74,71.2,347.3,4
"NH81",420,33,0.168,19.85,38.08,0.74,45.5,354.1,5
"NH82",421,32,0.175,19.75,37.24,0.74,44.2,336,4
"NH83",422,5,0.158,22.31,36.15,0.74,37.8,321.6,4
"NH84",423,39,0.202,15.55,40.01,0.74,50.1,313.5,5
"NH85",424,48,0.174,20.96,40.65,0.74,34.1,268.5,4
"NH86",425,4,0.167,21.42,41.03,0.74,31.3,253.6,4
"NH87",426,12,0.166,20.45,40.29,0.74,31.8,253.3,5
"NH88",427,31,0.167,18.83,36.86,0.74,31.4,238.3,5
"NH89",428,54,0.171,18.11,34.24,0.74,31.1,228.5,6
"NH90",429,93,0.196,15.49,42.1,0.74,56.9,362.2,6
"NH91",430,110,0.233,13.22,35.79,0.74,59.7,318.2,4
"NH92",431,41,0.223,14.67,34.5,0.74,55.5,319.1,4
