"SPECIES","NAME"
"S869","Miriquidica pycnocarpa"
"S870","Moelleropsis nebulosa"
"S871","Montanelia disjuncta"
"S872","Multiclavula mucida"
"S873","Mycobilimbia epixanthoides"
"S874","Mycobilimbia pilularis"
"S875","Mycoblastus affinis"
"S876","Mycoblastus caesius"
"S877","Mycoblastus sanguinarius"
"S878","Myochroidea porphyrospoda"
"S879","Myriolecis actophila"
"S880","Myriolecis agardhiana"
"S881","Myriolecis albescens"
"S882","Myriolecis andrewii"
"S883","Myriolecis antiqua"
"S884","Myriolecis crenulata"
"S885","Myriolecis dispersa"
"S886","Myriolecis fugiens"
"S887","Myriolecis hagenii"
"S888","Myriolecis invadens"
"S889","Myriolecis persimilis"
"S890","Myriolecis pruinosa"
"S891","Myriolecis salina"
"S892","Myriolecis sambuci"
"S893","Myriolecis semipallida"
"S894","Myriolecis straminea"
"S895","Myriolecis zosterae"
"S896","Myriospora myochroa"
"S897","Myriospora rufescens"
"S898","Myriospora scabrida"
"S899","Myriospora smaragdula"
"S900","Nephroma arcticum"
"S901","Nephroma laevigatum"
"S902","Nephroma parile"
"S903","Nephroma tangeriense"
"S904","Nevesia sampaiana"
"S905","Normandina acroglypta"
"S906","Normandina pulchella"
"S907","Ochrolechia androgyna"
"S908","Ochrolechia arborea"
"S909","Ochrolechia frigida"
"S910","Ochrolechia inaequatula"
"S911","Ochrolechia parella"
"S912","Ochrolechia subviridis"
"S913","Ochrolechia szatalaensis"
"S914","Ochrolechia tartarea"
"S915","Ochrolechia turneri s. lat."
"S916","Ochrolechia xanthostoma"
"S917","Opegrapha areniseda"
"S918","Opegrapha atra"
"S919","Opegrapha calcarea"
"S920","Opegrapha cesareensis"
"S921","Opegrapha corticola"
"S922","Opegrapha dolomitica"
"S923","Opegrapha fumosa"
"S924","Opegrapha glaucomaria"
"S925","Opegrapha gyrocarpa"
"S926","Opegrapha herbarum"
"S927","Opegrapha lithyrga"
"S928","Opegrapha mougeotii"
"S929","Opegrapha niveoatra"
"S930","Opegrapha ochrocheila"
"S931","Opegrapha paraxanthodes"
"S932","Opegrapha physciaria"
"S933","Opegrapha prosodea"
"S934","Opegrapha saxigena"
"S935","Opegrapha sorediifera"
"S936","Opegrapha subelevata"
"S937","Opegrapha trochodes"
"S938","Opegrapha varia"
"S939","Opegrapha vermicellifera"
"S940","Opegrapha viridipruinosa"
"S941","Opegrapha viridis"
"S942","Opegrapha vulgata"
"S943","Opegrapha xerica"
"S944","Opegrapha zwackhii"
"S945","Ophioparma ventosa"
"S946","Orphniospora moriopsis"
"S947","Pachnolepia pruinata"
"S948","Pachyphiale carneola"
"S949","Pachyphiale fagicola"
"S950","Pannaria conoplea"
"S951","Pannaria hookeri"
"S952","Pannaria rubiginosa"
"S953","Paralecanographa grumulosa"
"S954","Parmelia discordans"
"S955","Parmelia omphalodes"
"S956","Parmelia saxatilis s. lat."
"S957","Parmelia submontana"
"S958","Parmelia sulcata"
"S959","Parmeliella parvula"
"S960","Parmeliella testacea"
"S961","Parmeliella triptophylla"
"S962","Parmelina carporrhizans"
"S963","Parmelina pastillifera"
"S964","Parmelina tiliacea"
"S965","Parmelinopsis horrescens"
"S966","Parmelinopsis minarum"
"S967","Parmeliopsis ambigua"
"S968","Parmeliopsis hyperopta"
"S969","Parmotrema arnoldii"
"S970","Parmotrema crinitum"
"S971","Parmotrema perlatum"
"S972","Parmotrema pseudoreticulatum"
"S973","Parmotrema reticulatum"
"S974","Parmotrema robustum"
"S975","Pectenia atlantica"
"S976","Pectenia cyanoloma"
"S977","Pectenia ligulata"
"S978","Pectenia plumbea s. lat."
"S979","Peltigera britannica"
"S980","Peltigera collina"
"S981","Peltigera degenii"
"S982","Peltigera didactyla"
"S983","Peltigera elisabethae"
"S984","Peltigera horizontalis"
"S985","Peltigera hymenina"
"S986","Peltigera leucophlebia"
"S987","Peltigera malacea"
"S988","Peltigera membranacea s. lat."
"S989","Peltigera neckeri"
"S990","Peltigera polydactylon"
"S991","Peltigera ponojensis"
"S992","Peltigera praetextata"
"S993","Peltigera rufescens"
"S994","Peltigera venosa"
"S995","Pertusaria albescens"
"S996","Pertusaria amara"
"S997","Pertusaria amarescens"
"S998","Pertusaria aspergilla"
"S999","Pertusaria borealis"
"S1000","Pertusaria chiodectonoides"
"S1001","Pertusaria coccodes"
"S1002","Pertusaria corallina"
"S1003","Pertusaria coronata"
"S1004","Pertusaria dactylina"
"S1005","Pertusaria excludens"
"S1006","Pertusaria flavicans"
"S1007","Pertusaria flavida"
"S1008","Pertusaria flavocorallina"
"S1009","Pertusaria geminipara"
"S1010","Pertusaria glomerata"
"S1011","Pertusaria hymenea"
"S1012","Pertusaria lactescens"
"S1013","Pertusaria leioplaca"
"S1014","Pertusaria melanochlora"
"S1015","Pertusaria monogona"
"S1016","Pertusaria multipuncta"
"S1017","Pertusaria oculata"
"S1018","Pertusaria ophthalmiza"
"S1019","Pertusaria pertusa"
"S1020","Pertusaria pluripuncta"
"S1021","Pertusaria pseudocorallina"
"S1022","Pertusaria pupillaris"
"S1023","Pertusaria pustulata"
"S1024","Petractis clausa"
"S1025","Petractis nodispora"
"S1026","Phaeographis dendritica"
"S1027","Phaeographis inusta"
"S1028","Phaeographis lyellii"
"S1029","Phaeographis smithii"
"S1030","Phaeophyscia endococcina"
"S1031","Phaeophyscia endophoenicea"
"S1032","Phaeophyscia nigricans"
"S1033","Phaeophyscia orbicularis"
"S1034","Phaeophyscia sciastra"
"S1035","Phlyctis agelaea"
"S1036","Phlyctis argena"
"S1037","Phoma lobariae"
"S1038","Phylloblastia fortuita"
"S1039","Phylloblastia inexpectata"
"S1040","Phyllopsora rosei"
"S1041","Physcia adscendens"
"S1042","Physcia aipolia"
"S1043","Physcia caesia"
"S1044","Physcia clementei"
"S1045","Physcia dubia"
"S1046","Physcia leptalea"
"S1047","Physcia stellaris"
"S1048","Physcia tenella"
"S1049","Physcia tribacia"
"S1050","Physcia tribacioides"
"S1051","Physconia distorta"
"S1052","Physconia enteroxantha"
"S1053","Physconia grisea"
"S1054","Physconia perisidiosa"
"S1055","Piccolia ochrophora"
"S1056","Pilophorus strumaticus"
"S1057","Placidiopsis custnani"
"S1058","Placidium boccanum"
"S1059","Placidium lachneum"
"S1060","Placidium pilosellum"
"S1061","Placidium rufescens"
"S1062","Placidium squamulosum"
"S1063","Placopsis gelida"
"S1064","Placopsis lambii"
"S1065","Placopyrenium canellum"
"S1066","Placopyrenium cinereoatratum"
"S1067","Placopyrenium fuscellum"
"S1068","Placynthiella dasaea"
"S1069","Placynthiella hyporhoda"
"S1070","Placynthiella icmalea"
"S1071","Placynthiella oligotropha"
"S1072","Placynthiella uliginosa"
"S1073","Placynthium asperellum"
"S1074","Placynthium dolichoterum"
"S1075","Placynthium flabellosum"
"S1076","Placynthium garovaglii"
"S1077","Placynthium hungaricum"
"S1078","Placynthium lismorense"
"S1079","Placynthium nigrum"
"S1080","Placynthium pannariellum"
"S1081","Placynthium subradiatum"
"S1082","Placynthium tantaleum"
"S1083","Placynthium tremniacum"
"S1084","Platismatia glauca"
"S1085","Platismatia norvegica"
"S1086","Pleopsidium chlorophanum"
"S1087","Pleurosticta acetabulum"
"S1088","Poeltinula cerebrina"
"S1089","Polyblastia agraria"
"S1090","Polyblastia albida"
"S1091","Polyblastia cupularis"
"S1092","Polyblastia dermatodes"
"S1093","Polyblastia efflorescens"
"S1094","Polyblastia philaea"
"S1095","Polyblastia quartzina"
"S1096","Polyblastia sendtneri"
"S1097","Polyblastia verrucosa"
"S1098","Polychidium muscicola"
"S1099","Polysporina cyclocarpa"
"S1100","Polysporina simplex"
"S1101","Polysporina subfuscescens"
"S1102","Porina aenea"
"S1103","Porina ahlesiana"
"S1104","Porina borreri"
"S1105","Porina byssophila"
"S1106","Porina chlorotica"
"S1107","Porina coralloidea"
"S1108","Porina curnowii"
"S1109","Porina effilata"
"S1110","Porina ginzbergeri"
"S1111","Porina grandis"
"S1112","Porina guentheri "
"S1113","Porina hibernica"
"S1114","Porina interjungens"
"S1115","Porina lectissima"
"S1116","Porina leptalea"
"S1117","Porina linearis"
"S1118","Porina mammillosa"
"S1119","Porina multipuncta"
"S1120","Porina rivalis"
"S1121","Porina rosei"
"S1122","Porocyphus coccodes"
"S1123","Porocyphus kenmorensis"
"S1124","Porocyphus leptogiella"
"S1125","Porpidia cinereoatra"
"S1126","Porpidia contraponenda"
"S1127","Porpidia crustulata"
"S1128","Porpidia flavicunda"
"S1129","Porpidia flavocruenta"
"S1130","Porpidia hydrophila"
"S1131","Porpidia irrigua"
"S1132","Porpidia macrocarpa"
"S1133","Porpidia melinodes"
"S1134","Porpidia ochrolemma"
"S1135","Porpidia pachythallina"
"S1136","Porpidia platycarpoides"
"S1137","Porpidia rugosa"
"S1138","Porpidia soredizodes"
"S1139","Porpidia speirea"
"S1140","Porpidia striata"
"S1141","Porpidia superba"
"S1142","Porpidia tuberculosa"
"S1143","Pronectria fissuriprodiens"
"S1144","Protoblastenia calva"
"S1145","Protoblastenia cyclospora"
"S1146","Protoblastenia incrustans"
"S1147","Protoblastenia lilacina"
"S1148","Protoblastenia rupestris"
"S1149","Protoblastenia siebenhaariana"
"S1150","Protomicarea limosa"
"S1151","Protopannaria pezizoides"
"S1152","Protoparmelia atriseda"
"S1153","Protoparmelia badia"
"S1154","Protoparmelia memnonia"
"S1155","Protoparmelia montagnei"
"S1156","Protoparmelia nephaea"
"S1157","Protoparmelia ochrococca"
"S1158","Protoparmelia oleagina"
"S1159","Protothelenella corrosa"
"S1160","Protothelenella sphinctrinoidella"
"S1161","Protothelenella sphinctrinoides"
"S1162","Pseudephebe pubescens"
"S1163","Pseudevernia furfuracea s. lat."
"S1164","Pseudocyphellaria aurata"
"S1165","Pseudocyphellaria crocata"
"S1166","Pseudocyphellaria intricata"
"S1167","Pseudocyphellaria lacerata"
"S1168","Pseudocyphellaria norvegica"
"S1169","Pseudoschismatomma rufescens"
"S1170","Pseudothelomma ocellatum"
"S1171","Psilolechia clavulifera"
"S1172","Psilolechia leprosa"
"S1173","Psilolechia lucida"
"S1174","Psora decipiens"
"S1175","Psora globifera"
"S1176","Psora rubiformis"
"S1177","Psoroglaena abscondita"
"S1178","Psoroglaena stigonemoides"
"S1179","Psoroma hypnorum"
"S1180","Psorotichia schaereri"
"S1181","Pterygiopsis concordatula"
"S1182","Pterygiopsis lacustris"
"S1183","Ptychographa xylographoides"
"S1184","Punctelia borreri"
"S1185","Punctelia reddenda"
"S1186","Punctelia subrudecta s. lat."
"S1187","Puttea caesia"
"S1188","Pycnora sorophora"
"S1189","Pycnora xanthococca"
"S1190","Pycnothelia papillaria"
"S1191","Pyrenocarpon thelostomum"
"S1192","Pyrenopsis furfurea"
"S1193","Pyrenopsis grumulifera"
"S1194","Pyrenopsis impolita"
"S1195","Pyrenopsis phylliscella"
"S1196","Pyrenopsis subareolata"
"S1197","Pyrenula acutispora"
"S1198","Pyrenula chlorospila"
"S1199","Pyrenula hibernica"
"S1200","Pyrenula laevigata"
"S1201","Pyrenula macrospora"
"S1202","Pyrenula nitida"
"S1203","Pyrenula nitidella"
"S1204","Pyrenula occidentalis"
"S1205","Pyrrhospora quernea"
"S1206","Pyrrhospora rubiginans"
"S1207","Racodium rupestre"
"S1208","Ramalina calicaris"
"S1209","Ramalina canariensis"
"S1210","Ramalina chondrina"
"S1211","Ramalina cuspidata"
"S1212","Ramalina farinacea"
"S1213","Ramalina fastigiata"
"S1214","Ramalina fraxinea"
"S1215","Ramalina lacera"
"S1216","Ramalina pollinaria"
"S1217","Ramalina polymorpha"
"S1218","Ramalina portuensis"
"S1219","Ramalina siliquosa"
"S1220","Ramalina subfarinacea"
"S1221","Ramonia chrysophaea"
"S1222","Ramonia dictyospora"
"S1223","Ramonia interjecta"
"S1224","Ramonia nigra"
"S1225","Rhaphidicyrtis trichosporella"
"S1226","Rhexophiale rhexoblephara"
"S1227","Rhizocarpon alpicola"
"S1228","Rhizocarpon amphibium"
"S1229","Rhizocarpon anaperum"
"S1230","Rhizocarpon badioatrum"
"S1231","Rhizocarpon caesium"
"S1232","Rhizocarpon chioneum"
"S1233","Rhizocarpon cinereonigrum"
"S1234","Rhizocarpon cinereovirens"
"S1235","Rhizocarpon copelandii"
"S1236","Rhizocarpon distinctum"
"S1237","Rhizocarpon expallescens"
"S1238","Rhizocarpon furfurosum"
"S1239","Rhizocarpon geminatum"
"S1240","Rhizocarpon geographicum"
"S1241","Rhizocarpon hochstetteri"
"S1242","Rhizocarpon infernulum"
"S1243","Rhizocarpon intermediellum"
"S1244","Rhizocarpon jemtlandicum"
"S1245","Rhizocarpon lavatum"
"S1246","Rhizocarpon lecanorinum"
"S1247","Rhizocarpon oederi"
"S1248","Rhizocarpon petraeum"
"S1249","Rhizocarpon polycarpum"
"S1250","Rhizocarpon reductum"
"S1251","Rhizocarpon richardii"
"S1252","Rhizocarpon simillimum"
"S1253","Rhizocarpon subgeminatum"
"S1254","Rhizocarpon sublavatum"
"S1255","Rhizocarpon umbilicatum"
"S1256","Rhizocarpon viridiatrum"
"S1257","Rimularia badioatra"
"S1258","Rimularia intercedens"
"S1259","Rimularia limborina"
"S1260","Rimularia mullensis"
"S1261","Rinodina aspersa"
"S1262","Rinodina atrocinerea"
"S1263","Rinodina beccariana"
"S1264","Rinodina biloculata"
"S1265","Rinodina bischoffii"
"S1266","Rinodina calcarea"
"S1267","Rinodina confragosa"
"S1268","Rinodina conradii"
"S1269","Rinodina efflorescens"
"S1270","Rinodina exigua"
"S1271","Rinodina fimbriata"
"S1272","Rinodina flavosoralifera"
"S1273","Rinodina griseosoralifera"
"S1274","Rinodina immersa"
"S1275","Rinodina intermedia"
"S1276","Rinodina interpolata"
"S1277","Rinodina isidioides"
"S1278","Rinodina luridescens"
"S1279","Rinodina milvina"
"S1280","Rinodina occulta"
"S1281","Rinodina oleae"
"S1282","Rinodina orculariopsis"
"S1283","Rinodina oxydata"
"S1284","Rinodina parasitica"
"S1285","Rinodina pityrea"
"S1286","Rinodina pyrina"
"S1287","Rinodina roboris"
"S1288","Rinodina sophodes"
"S1289","Rinodina teichophila"
"S1290","Roccella fuciformis"
"S1291","Roccella phycopsis"
"S1292","Roccellographa circumscripta"
"S1293","Romjularia lurida"
"S1294","Ropalospora lugubris"
"S1295","Ropalospora viridis"
"S1296","Sagiolechia protuberans"
"S1297","Sarcogyne clavus"
"S1298","Sarcogyne hypophaea"
"S1299","Sarcogyne regularis"
"S1300","Sarcosagium campestre"
"S1301","Schadonia fecunda"
"S1302","Schaereria cinereorufa"
"S1303","Schaereria fuscocinerea"
"S1304","Schismatomma graphidioides"
"S1305","Schismatomma umbrinum"
"S1306","Schizotrema quercicola"
"S1307","Sclerophora farinacea"
"S1308","Sclerophora pallida"
"S1309","Sclerophora peronella"
"S1310","Scoliciosporum chlorococcum"
"S1311","Scoliciosporum intrusum"
"S1312","Scoliciosporum pruinosum"
"S1313","Scoliciosporum sarothamni"
"S1314","Scoliciosporum umbrinum"
"S1315","Scutula epicladonia"
"S1316","Siphula ceratites"
"S1317","Snippocia nivea"
"S1318","Solenopsora candicans"
"S1319","Solenopsora holophaea"
"S1320","Solenopsora liparina"
"S1321","Solenopsora vulturiensis"
"S1322","Solorina bispora"
"S1323","Solorina crocea"
"S1324","Solorina saccata"
"S1325","Solorina spongiosa"
"S1326","Sparria endlicheri"
"S1327","Sphaerophorus fragilis"
"S1328","Sphaerophorus globosus"
"S1329","Spilonema paradoxum"
"S1330","Sporastatia polyspora"
"S1331","Sporodictyon cruentum"
"S1332","Sporodictyon schaererianum"
"S1333","Sporodictyon terrestre"
"S1334","Sporodophoron cretaceum"
"S1335","Squamarina cartilaginea"
"S1336","Squamarina lentigera"
"S1337","Staurothele areolata"
"S1338","Staurothele bacilligera"
"S1339","Staurothele caesia"
"S1340","Staurothele fissa"
"S1341","Staurothele geoica"
"S1342","Staurothele guestphalica"
"S1343","Staurothele hymenogonia"
"S1344","Staurothele rugulosa"
"S1345","Staurothele rupifraga"
"S1346","Staurothele succedens"
"S1347","Steinia geophana"
"S1348","Stereocaulon alpinum"
"S1349","Stereocaulon condensatum"
"S1350","Stereocaulon dactylophyllum"
"S1351","Stereocaulon delisei"
"S1352","Stereocaulon evolutum"
"S1353","Stereocaulon glareosum"
"S1354","Stereocaulon leucophaeopsis"
"S1355","Stereocaulon nanodes"
"S1356","Stereocaulon pileatum"
"S1357","Stereocaulon plicatile"
"S1358","Stereocaulon saxatile"
"S1359","Stereocaulon spathuliferum"
"S1360","Stereocaulon tornense"
"S1361","Stereocaulon vesuvianum"
"S1362","Sticta canariensis"
"S1363","Sticta fuliginosa s. lat."
"S1364","Sticta limbata"
"S1365","Sticta sylvatica"
"S1366","Strangospora microhaema"
"S1367","Strangospora moriformis"
"S1368","Strangospora pinicola"
"S1369","Strigula confusa"
"S1370","Strigula jamesii"
"S1371","Strigula phaea"
"S1372","Strigula stigmatella"
"S1373","Strigula tagananae"
"S1374","Strigula taylorii"
"S1375","Synalissa ramulosa"
"S1376","Synarthonia astroidestera"
"S1377","Syncesia myrticola"
"S1378","Teloschistes chrysophthalmus"
"S1379","Teloschistes flavicans"
"S1380","Tephromela atra"
"S1381","Tephromela grumosa"
"S1382","Tephromela pertusarioides"
"S1383","Thamnolia vermicularis"
"S1384","Thelenella larbalestieri"
"S1385","Thelenella modesta"
"S1386","Thelenella muscorum"
"S1387","Thelidium decipiens"
"S1388","Thelidium fontigenum"
"S1389","Thelidium fumidum"
"S1390","Thelidium impressum"
"S1391","Thelidium incavatum"
"S1392","Thelidium methorium"
"S1393","Thelidium minutulum"
"S1394","Thelidium papulare"
"S1395","Thelidium pluvium"
"S1396","Thelidium pyrenophorum"
"S1397","Thelidium zwackhii"
"S1398","Thelocarpon coccosporum"
"S1399","Thelocarpon epibolum s. lat."
"S1400","Thelocarpon impressellum"
"S1401","Thelocarpon intermediellum"
"S1402","Thelocarpon laureri"
"S1403","Thelocarpon lichenicola"
"S1404","Thelocarpon opertum"
"S1405","Thelocarpon pallidum"
"S1406","Thelocarpon sphaerosporum"
"S1407","Thelocarpon strasseri"
"S1408","Thelopsis isiaca"
"S1409","Thelopsis melathelia"
"S1410","Thelopsis rubella"
"S1411","Thelotrema lepadinum"
"S1412","Thelotrema macrosporum"
"S1413","Thermutis velutina"
"S1414","Thrombium epigaeum"
"S1415","Toninia aromatica"
"S1416","Toninia episema"
"S1417","Toninia fusispora"
"S1418","Toninia mesoidea"
"S1419","Toninia physaroides"
"S1420","Toninia sedifolia"
"S1421","Toninia squalescens"
"S1422","Toninia squalida"
"S1423","Toninia thiopsora"
"S1424","Toninia verrucarioides"
"S1425","Tornabea scutellifera"
"S1426","Trapelia coarctata"
"S1427","Trapelia corticola"
"S1428","Trapelia glebulosa s. lat."
"S1429","Trapelia obtegens"
"S1430","Trapelia placodioides"
"S1431","Trapeliopsis flexuosa"
"S1432","Trapeliopsis gelatinosa"
"S1433","Trapeliopsis glaucolepidea"
"S1434","Trapeliopsis granulosa"
"S1435","Trapeliopsis percrenata"
"S1436","Trapeliopsis pseudogranulosa"
"S1437","Trapeliopsis viridescens"
"S1438","Trapeliopsis wallrothii"
"S1439","Tremolecia atrata"
"S1440","Trimmatothelopsis rhizobola"
"S1441","Tubeufia heterodermiae"
"S1442","Tuckermannopsis chlorophylla"
"S1443","Tylophoron hibernicum"
"S1444","Tylothallia biformigera"
"S1445","Umbilicaria crustulosa"
"S1446","Umbilicaria cylindrica"
"S1447","Umbilicaria deusta"
"S1448","Umbilicaria hirsuta"
"S1449","Umbilicaria hyperborea"
"S1450","Umbilicaria nylanderiana"
"S1451","Umbilicaria polyphylla"
"S1452","Umbilicaria polyrrhiza"
"S1453","Umbilicaria proboscidea"
"S1454","Umbilicaria torrefacta"
"S1455","Usnea articulata"
"S1456","Usnea ceratina"
"S1457","Usnea cornuta"
"S1458","Usnea dasopoga"
"S1459","Usnea esperantiana"
"S1460","Usnea flammea"
"S1461","Usnea flavocardia"
"S1462","Usnea florida"
"S1463","Usnea fragilescens"
"S1464","Usnea fulvoreagens"
"S1465","Usnea glabrata"
"S1466","Usnea glabrescens"
"S1467","Usnea hirta"
"S1468","Usnea rubicunda"
"S1469","Usnea silesiaca"
"S1470","Usnea subfloridana"
"S1471","Usnea wasmuthii"
"S1472","Vahliella atlantica"
"S1473","Vahliella leucophaea"
"S1474","Varicellaria hemisphaerica"
"S1475","Varicellaria lactea"
"S1476","Varicellaria velata"
"S1477","Verrucaria acrotella"
"S1478","Verrucaria aethiobola"
"S1479","Verrucaria alpicola"
"S1480","Verrucaria anziana"
"S1481","Verrucaria aquatilis"
"S1482","Verrucaria baldensis"
"S1483","Verrucaria bryoctona"
"S1484","Verrucaria caerulea"
"S1485","Verrucaria calciseda sensu auct."
"S1486","Verrucaria cernaensis"
"S1487","Verrucaria consociata"
"S1488","Verrucaria cyanea"
"S1489","Verrucaria degelii"
"S1490","Verrucaria devensis"
"S1491","Verrucaria ditmarsica"
"S1492","Verrucaria dolosa"
"S1493","Verrucaria dufourii"
"S1494","Verrucaria elaeina"
"S1495","Verrucaria elaeomelaena s. lat."
"S1496","Verrucaria fusconigrescens"
"S1497","Verrucaria halizoa"
"S1498","Verrucaria hochstetteri"
"S1499","Verrucaria humida"
"S1500","Verrucaria hydrela"
"S1501","Verrucaria hydrophila"
"S1502","Verrucaria internigrescens"
"S1503","Verrucaria latebrosa"
"S1504","Verrucaria latericola"
"S1505","Verrucaria macrostoma"
"S1506","Verrucaria margacea"
"S1507","Verrucaria mucosa"
"S1508","Verrucaria muralis"
"S1509","Verrucaria murina sensu auct."
"S1510","Verrucaria nigrescens"
"S1511","Verrucaria obfuscans"
"S1512","Verrucaria ochrostoma"
"S1513","Verrucaria pachyderma"
"S1514","Verrucaria pinguicula"
"S1515","Verrucaria polysticta"
"S1516","Verrucaria praetermissa"
"S1517","Verrucaria prominula"
"S1518","Verrucaria rosula"
"S1519","Verrucaria simplex"
"S1520","Verrucaria sphaerospora"
"S1521","Verrucaria squamulosa"
"S1522","Verrucaria striatula"
"S1523","Verrucaria sublobulata"
"S1524","Verrucaria viridula"
"S1525","Verrucaria xyloxena"
"S1526","Vestergrenopsis elaeina"
"S1527","Vezdaea acicularis"
"S1528","Vezdaea aestivalis"
"S1529","Vezdaea cobria"
"S1530","Vezdaea leprosa"
"S1531","Vezdaea retigera"
"S1532","Vezdaea rheocarpa"
"S1533","Violella fucata"
"S1534","Vulpicida juniperinus"
"S1535","Vulpicida pinastri"
"S1536","Wadeana dendrographa"
"S1537","Wadeana minuta"
"S1538","Xanthoparmelia conspersa"
"S1539","Xanthoparmelia delisei"
"S1540","Xanthoparmelia loxodes"
"S1541","Xanthoparmelia luteonotata"
"S1542","Xanthoparmelia mougeotii"
"S1543","Xanthoparmelia pulla"
"S1544","Xanthoparmelia tinctina"
"S1545","Xanthoparmelia verruculifera"
"S1546","Xanthoria aureola"
"S1547","Xanthoria calcicola"
"S1548","Xanthoria candelaria s. lat."
"S1549","Xanthoria elegans"
"S1550","Xanthoria parietina"
"S1551","Xanthoria polycarpa"
"S1552","Xylographa parallela"
"S1553","Xylographa trunciseda"
"S1554","Xylographa vitiligo"
"S1555","Xylopsora caradocensis"
"S1556","Xylopsora friesii"
