"Location","Loc_no","No_spp","Phi_in","Alpha","Wgt_n2","Phi_out","Spnum_in","Spnum_out","Iter"
"NH56",395,26,0.198,20.07,43.08,0.74,43,309.3,5
"NH57",396,12,0.194,16.73,34.78,0.74,45,296.4,5
"NH58",397,16,0.092,38.81,36.1,0.74,15.8,226.1,4
"NH59",398,43,0.207,17.53,28.03,0.74,43,281.2,4
"NH60",399,7,0.18,26.57,36.6,0.74,43.4,383.7,5
"NH61",400,5,0.142,22.14,36.34,0.74,31.4,279.5,6
"NH62",401,17,0.178,19.02,38.19,0.74,41,301.9,4
"NH63",402,27,0.241,13.92,36.85,0.74,56.3,306.7,4
"NH64",403,23,0.205,18.72,38.61,0.74,43.3,296.6,4
"NH65",404,28,0.195,19.83,42.07,0.74,41.4,299.3,5
"NH66",405,18,0.186,19.91,42.39,0.74,39,288.1,4
"NH67",406,21,0.196,19.57,39.56,0.74,41.3,293.8,5
"NH68",407,65,0.198,17.15,23.4,0.74,40.7,266.2,4
"NH69",408,46,0.19,17.66,27.18,0.74,43,294.2,4
"NH70",409,46,0.173,19.97,40.39,0.74,48,367.5,3
"NH71",410,14,0.147,22.6,35.76,0.74,33,293.3,5
"NH72",411,7,0.157,22.38,37.59,0.74,35.5,302.9,4
"NH73",412,57,0.189,17.44,39.16,0.74,47,320.7,4
"NH74",413,32,0.208,18.37,40.08,0.74,43.5,293.4,4
"NH75",414,33,0.181,20.59,41,0.74,36.5,279.3,4
"NH76",415,6,0.181,19.97,42.92,0.74,36.9,277.8,4
"NH77",416,43,0.192,18.06,41.82,0.74,38.7,268.8,4
"NH78",417,46,0.187,17.65,38.37,0.74,36.2,251.8,5
"NH79",418,52,0.194,20.1,25.48,0.74,38.5,274.4,6
"NH80",419,171,0.253,11.94,37.47,0.74,72.6,353.5,4
"NH81",420,36,0.17,19.91,38.08,0.74,46.4,358.9,5
"NH82",421,32,0.176,19.8,37.24,0.74,45,340,4
"NH83",422,5,0.16,22.34,36.15,0.74,38.6,325.4,4
"NH84",423,43,0.205,15.42,40.01,0.74,51.1,316.3,5
"NH85",424,48,0.177,20.76,40.65,0.74,34.8,270.9,4
"NH86",425,4,0.17,21.25,41.03,0.74,31.9,256.5,4
"NH87",426,12,0.168,20.27,40.29,0.74,32.5,255.7,5
"NH88",427,31,0.169,18.65,36.86,0.74,32.1,240.6,5
"NH89",428,57,0.173,17.96,34.24,0.74,31.7,231,6
"NH90",429,95,0.202,15.47,42.1,0.74,58.9,370.1,6
"NH91",430,110,0.234,13.25,35.79,0.74,60.4,321.7,3
"NH92",431,41,0.224,14.69,34.5,0.74,56.1,321.7,4
"NH93",432,17,0.179,19.22,34.53,0.74,45,335.8,5
"NH94",433,94,0.208,15.54,36.57,0.74,45.8,280.9,4
"NH95",434,46,0.183,19.46,38.8,0.74,34.8,257.9,4
"NH96",435,41,0.191,17.77,40.32,0.74,42.2,289.9,3
"NH97",436,0,0.152,22.23,37.23,0.74,27.3,236.1,5
"NH98",437,5,0.158,20.69,35.88,0.74,28.3,232.1,5
"NJ00",438,79,0.184,18.58,43.15,0.74,50.7,370.4,6
"NJ01",439,90,0.183,17.85,39.61,0.74,48,341.3,5
"NJ02",440,82,0.203,17.11,27.56,0.74,45.6,296.1,5
"NJ03",441,37,0.18,19.08,31.92,0.74,43.3,322.6,5
"NJ04",442,35,0.209,14.39,33.92,0.74,49.2,288.5,5
"NJ05",443,89,0.18,20.12,37.85,0.74,32.4,246.4,4
"NJ06",444,110,0.169,19.16,38.21,0.74,32.1,244.3,5
"NJ10",445,54,0.182,17.8,43.33,0.74,50.1,358.9,6
"NJ11",446,33,0.174,18.67,40.41,0.74,46.5,346.7,6
"NJ12",447,25,0.173,20.9,33.64,0.74,41.9,332.1,4
"NJ13",448,51,0.206,16.13,32.72,0.74,49.4,308.2,4
"NJ14",449,10,0.202,15.12,35.97,0.74,45.9,280.1,4
"NJ15",450,28,0.171,21.51,38.87,0.74,32,257.7,4
"NJ16",451,20,0.154,22.54,36.61,0.74,25.6,221.2,4
"NJ17",452,12,0.15,20.63,37.35,0.74,25.9,215.7,6
"NJ20",453,35,0.176,18.3,40.07,0.74,47.6,350.2,6
"NJ21",454,30,0.176,18.17,38.57,0.74,47.3,347.3,6
"NJ22",455,11,0.17,21.31,34.06,0.74,41.3,334.2,4
"NJ23",456,21,0.179,19.65,30.69,0.74,41.5,312.6,4
"NJ24",457,26,0.169,20.24,38.53,0.74,32.9,257.8,4
"NJ25",458,1,0.166,21.68,37.06,0.74,28.9,238.6,3
"NJ26",459,23,0.153,23.94,38.22,0.74,24.1,217.2,5
"NJ27",460,6,0.153,18.46,35.09,0.74,27.5,213.2,6
"NJ30",461,41,0.175,18.59,37.48,0.74,46.5,345.4,6
"NJ31",462,12,0.176,21.04,35.6,0.74,44,343.7,4
"NJ32",463,18,0.172,19.14,34.86,0.74,44.5,339.9,6
"NJ33",464,7,0.178,20.83,30.45,0.74,39.9,309.6,4
"NJ34",465,12,0.159,22.8,36.83,0.74,28.6,246.2,4
"NJ35",466,17,0.16,22.93,37.6,0.74,27.7,239.8,3
"NJ36",467,18,0.161,23.24,40.89,0.74,24.8,215.6,5
"NJ40",468,19,0.158,23.95,36.81,0.74,32.8,289.8,5
"NJ41",469,16,0.157,24.26,36.07,0.74,37.7,339.2,5
"NJ42",470,31,0.171,22.99,32.33,0.74,40.1,333.9,4
"NJ43",471,11,0.17,20.83,37.22,0.74,31.6,251,4
"NJ44",472,10,0.143,34.8,36.35,0.74,17.1,190,6
"NJ45",473,2,0.139,35.37,38.25,0.74,17.5,199.6,5
"NJ46",474,14,0.163,24.98,42.13,0.74,22.9,205.6,5
"NJ50",475,17,0.153,28.05,35.58,0.74,26.2,257.5,5
"NJ51",476,14,0.152,39.23,35.18,0.74,19.7,228.1,6
"NJ52",477,13,0.148,34.6,35.04,0.74,16.6,179.3,7
"NJ53",478,5,0.145,31.47,37.34,0.74,16,167.9,6
"NJ54",479,1,0.148,30.99,41,0.74,17.7,183.3,5
"NJ55",480,8,0.136,36.03,39.39,0.74,16,184.1,6
"NJ56",481,40,0.148,26.91,40.3,0.74,20.5,198.3,5
"NJ60",482,17,0.161,34.15,33.57,0.74,21.1,218.9,7
"NJ61",483,26,0.17,26.24,37.48,0.74,20,178.8,5
"NJ62",484,15,0.154,28.96,38.95,0.74,17.4,171.4,5
"NJ63",485,10,0.148,25.6,39.24,0.74,16.5,154,5
"NJ64",486,18,0.151,23.85,37.22,0.74,18.1,162.2,5
"NJ65",487,18,0.143,26.98,40.46,0.74,16.8,163.6,4
"NJ66",488,30,0.147,25.83,38.46,0.74,19.3,181.9,4
"NJ70",489,48,0.179,22.5,35.74,0.74,20.8,167.4,5
"NJ71",490,14,0.169,23.22,35.84,0.74,19.6,163.5,5
"NJ72",491,24,0.158,22.45,34.8,0.74,19.5,165.2,4
"NJ73",492,11,0.152,24.01,37.54,0.74,18,160.3,4
"NJ74",493,9,0.152,22.71,36.12,0.74,18.6,161.9,4
"NJ75",494,3,0.15,23.89,37.66,0.74,19.2,172.2,4
"NJ76",495,0,0.147,24.73,38.54,0.74,18.8,173.6,4
"NJ80",496,43,0.159,24.47,37.86,0.74,18.4,162.5,4
"NJ81",497,37,0.161,23.75,36.95,0.74,18.3,158.9,4
"NJ82",498,7,0.153,23.18,35.61,0.74,18.4,161,4
"NJ83",499,45,0.154,22.53,36.21,0.74,19.1,164.5,4
"NJ84",500,0,0.146,24.66,39.1,0.74,16.9,155.9,4
"NJ85",501,1,0.144,25.17,39.12,0.74,16.1,150.7,4
"NJ86",502,13,0.138,27.17,38.34,0.74,15.3,150.9,5
"NJ90",503,43,0.187,20.35,30.51,0.74,24.1,179.5,5
"NJ91",504,17,0.157,23.2,35.61,0.74,18.3,158.5,4
"NJ92",505,36,0.154,21.74,34.24,0.74,19.3,162.4,4
"NJ93",506,14,0.151,23.82,37.58,0.74,18.2,161.9,4
"NJ94",507,17,0.149,24.14,38.38,0.74,17.6,159.5,4
"NJ95",508,6,0.146,25.81,40.44,0.74,16.7,157.4,4
"NJ96",509,23,0.146,23.37,38.75,0.74,18.4,165.2,3
"NK02",510,34,0.122,23.85,34.35,0.74,17.9,175.9,6
"NK03",511,24,0.147,23.66,37.28,0.74,17.8,159.6,4
"NK04",512,13,0.148,24.24,38.88,0.74,17.8,162,4
"NK05",513,21,0.146,24.25,39.71,0.74,17.6,160.7,4
"NK06",514,4,0.138,24.82,39.13,0.74,16.1,153.5,3
"NK13",515,10,0.127,24.52,36.43,0.74,16.3,161.2,6
"NK14",516,8,0.143,22.66,37.12,0.74,16.2,145.3,5
"NK15",517,1,0.124,26.06,37.96,0.74,17.7,182.5,5
"NL57",518,10,0.122,24,36.4,0.74,29.2,291.1,7
"NL58",519,55,0.122,21.72,29.3,0.74,29.9,279.8,8
"NL68",520,21,0.11,28.09,33.56,0.74,24,269.8,6
"NL69",521,43,0.164,16.47,31.61,0.74,42.8,302.1,7
"NL79",522,3,0.117,26.11,38.3,0.74,28.3,297.7,6
"NL93",523,21,0.168,16.3,35.85,0.74,50.3,347.5,6
"NL94",524,28,0.151,18.08,30.12,0.74,45,343.6,6
"NM04",525,29,0.155,16.97,30.11,0.74,48.1,350.9,6
"NM05",526,0,0.125,22.83,42.18,0.74,37.5,354.8,7
"NM14",527,0,0.128,22.49,47.46,0.74,42.7,392.9,5
"NM15",528,39,0.175,14.97,33.51,0.74,53.8,347.1,6
"NM16",529,0,0.13,22.35,38.6,0.74,37.4,344.1,6
"NM19",530,0,0.057,72.12,26.55,0.74,8.4,208.5,6
"NM21",531,0,0.1,29.54,36.14,0.74,27,324.2,6
"NM22",532,38,0.155,16.23,36.22,0.74,47.9,340.6,7
"NM23",533,6,0.072,46.79,31.98,0.74,17,307.4,5
"NM24",534,1,0.096,31.01,37.2,0.74,25.7,320.8,5
"NM25",535,11,0.163,16.35,34.87,0.74,46.3,323,6
"NM26",536,109,0.17,15.81,35.16,0.74,49.3,330.9,6
"NM29",537,0,0.099,26.56,34.39,0.74,26.4,296.5,6
"NM31",538,39,0.14,21.32,37.18,0.74,38.3,332.1,5
"NM32",539,38,0.175,14.75,34.15,0.74,53.6,343.9,6
"NM33",540,3,0.13,22.67,34.59,0.74,35.5,328.7,5
"NM34",541,48,0.179,16.65,37.08,0.74,50.6,340.8,4
"NM35",542,10,0.177,15.5,35.33,0.74,51.5,337.3,5
"NM37",543,9,0.158,17.14,34.85,0.74,44.8,324.5,5
"NM38",544,20,0.147,18.93,37.9,0.74,45.3,358.3,6
"NM39",545,7,0.165,17.99,37.49,0.74,45.8,332.4,5
"NM40",546,2,0.112,27.9,39.29,0.74,30.8,340.5,5
"NM41",547,0,0.153,20,37.7,0.74,42.2,339.4,5
"NM42",548,57,0.238,12.65,36.73,0.74,67.2,345.4,4
"NM43",549,91,0.242,12.9,37.93,0.74,72.4,370.5,4
"NM44",550,79,0.237,12.66,37.77,0.74,65.5,336.6,4
"NM45",551,63,0.236,12.82,34.48,0.74,67,346.5,4
"NM46",552,95,0.17,16.2,32.85,0.74,47.9,325.3,5
"NM47",553,87,0.182,14.47,33.18,0.74,53.3,331,5
"NM48",554,177,0.206,12.38,34.87,0.74,63.7,345.4,6
"NM49",555,23,0.169,16.81,38.24,0.74,49.5,342.8,5
"NM51",556,0,0.143,21.94,36.99,0.74,38.6,336.3,5
"NM52",557,50,0.258,11.94,35.41,0.74,72.4,346.7,4
"NM53",558,73,0.222,14.08,25.38,0.74,56,313,4
"NM54",559,105,0.314,9.75,28.86,0.74,88.5,346.7,5
"NM55",560,166,0.291,10.73,31.65,0.74,81.3,347.8,4
"NM56",561,125,0.224,13.05,33.65,0.74,63.1,335.3,4
"NM57",562,24,0.196,13.79,33.2,0.74,57.6,336.8,5
"NM59",563,12,0.188,15.09,35.63,0.74,56,349.4,5
"NM60",564,3,0.136,23.38,33.87,0.74,35.4,325.7,4
"NM61",565,0,0.13,24.66,34.49,0.74,34.6,334.8,5
"NM62",566,61,0.208,14.48,37.61,0.74,57.1,334.7,5
"NM63",567,71,0.229,13.58,29.47,0.74,59.1,320.1,4
"NM64",568,109,0.31,10.82,32.94,0.74,87.8,363,5
"NM65",569,79,0.271,11.8,34.99,0.74,74.2,344.2,4
"NM66",570,141,0.213,14.9,35.75,0.74,58.9,345.4,4
"NM67",571,60,0.2,14.77,33.29,0.74,56.3,337.9,4
"NM68",572,45,0.211,13.51,34.83,0.74,63.3,354,4
"NM69",573,51,0.216,13.72,34.87,0.74,63,350.8,4
"NM70",574,171,0.212,12.66,32.57,0.74,61.3,330.9,5
"NM71",575,153,0.248,9.75,25.05,0.74,75.4,331.2,5
"NM72",576,6,0.168,19.26,36.49,0.74,46,346.9,4
"NM73",577,53,0.232,11.9,33.68,0.74,69.7,351.3,5
"NM74",578,83,0.236,12.99,35.07,0.74,62.3,325.5,3
"NM75",579,87,0.195,17.59,34.26,0.74,48.5,324.8,4
"NM76",580,166,0.281,12.03,40.57,0.74,77.8,356.8,5
"NM77",581,44,0.196,17.17,37.83,0.74,49.9,328.7,4
"NM78",582,45,0.23,14.19,38.22,0.74,61.8,339.3,5
"NM79",583,33,0.23,14.63,38,0.74,63.3,350.9,5
"NM80",584,89,0.251,11.58,36.88,0.74,73.4,348.3,4
"NM81",585,79,0.257,13.07,39.43,0.74,69.8,346,5
"NM82",586,60,0.299,9.87,32.72,0.74,88.5,357.4,4
"NM83",587,160,0.295,9.01,28.12,0.74,90.7,352.9,4
"NM84",588,62,0.273,10.88,33.07,0.74,84.1,372.3,4
"NM85",589,0,0.179,19.87,39.42,0.74,46,342,4
"NM86",590,114,0.188,18.69,37.92,0.74,45.5,321.3,4
"NM87",591,5,0.158,23.32,36.34,0.74,35.5,308.2,4
"NM88",592,4,0.152,23.48,35.92,0.74,34.7,307.9,4
"NM89",593,5,0.157,21.57,35.49,0.74,36.9,307.9,4
"NM90",594,1,0.226,14.72,37.21,0.74,60,337.3,5
"NM91",595,43,0.24,14.68,39.05,0.74,64.3,349.8,6
"NM92",596,23,0.215,14.54,38.29,0.74,60.5,349,4
"NM93",597,119,0.32,9.45,31.13,0.74,93.4,357.1,5
"NM94",598,166,0.302,11.02,38.74,0.74,90.1,382.6,5
"NM95",599,50,0.291,10.98,34.22,0.74,85.8,369.6,5
"NM96",600,27,0.179,20.28,41.87,0.74,45.7,342.2,5
"NM97",601,33,0.187,18.92,40.21,0.74,46.2,327.1,4
"NM98",602,13,0.148,25.71,38.66,0.74,32.9,311.9,4
"NM99",603,8,0.143,27.43,38.2,0.74,31.2,310.5,5
"NN00",604,59,0.237,13.81,37.5,0.74,63.1,336.2,5
"NN01",605,25,0.204,15.32,35.92,0.74,59.6,363.4,4
"NN02",606,113,0.271,12.55,40.41,0.74,77.6,367.6,6
"NN03",607,98,0.205,17.12,43.06,0.74,60.6,387.4,5
"NN04",608,92,0.169,20.64,45.47,0.74,48.2,378.9,4
"NN05",609,67,0.192,18.74,42.61,0.74,53.7,376.6,4
"NN06",610,28,0.277,12.09,35.86,0.74,75.7,351.7,5
"NN07",611,36,0.25,13.7,38.45,0.74,66.7,345.9,5
"NN08",612,43,0.142,27.96,40.11,0.74,31.3,318.2,5
"NN09",613,23,0.144,27.94,38.26,0.74,30.3,305,4
"NN10",614,110,0.214,15.9,36.54,0.74,59.7,359,5
"NN11",615,189,0.2,15.85,37.58,0.74,57.5,360.2,3
"NN12",616,48,0.204,15.51,39.42,0.74,60.3,369.9,4
"NN13",617,38,0.165,20.22,43.2,0.74,50.2,394.5,4
"NN14",618,24,0.174,19.04,44.2,0.74,56.5,423.4,5
"NN15",619,134,0.167,20.22,44.3,0.74,52.9,419.8,6
"NN16",620,88,0.16,21.19,45.12,0.74,49.6,410.3,5
"NN17",621,114,0.22,15.43,35.11,0.74,70.6,417.1,4
"NN18",622,90,0.217,16.08,32.61,0.74,61.3,375.5,4
"NN19",623,41,0.141,29.4,40.24,0.74,29.6,309.9,4
"NN20",624,32,0.185,16.56,35,0.74,58.1,388.3,5
"NN21",625,6,0.171,18.59,36.89,0.74,54.7,404.5,5
"NN22",626,66,0.171,18.94,38.89,0.74,53.8,402.8,5
"NN23",627,23,0.18,17.6,42.01,0.74,54,379.1,5
"NN24",628,34,0.159,21.62,43.63,0.74,49.1,410,5
"NN25",629,20,0.153,23.21,45.95,0.74,45.6,403.5,4
"NN26",630,37,0.146,25.25,45.66,0.74,41.2,391.3,4
"NN27",631,30,0.159,23.1,44.33,0.74,46.9,412.5,5
"NN28",632,36,0.176,21.55,38.23,0.74,44.3,350,5
"NN29",633,12,0.167,21.47,39.34,0.74,41.5,335.7,4
"NN30",634,50,0.184,17.07,37.38,0.74,58.7,399.3,5
"NN31",635,97,0.17,18.77,38.56,0.74,55.7,416.1,5
"NN32",636,106,0.17,18.86,39.01,0.74,53.4,399,5
"NN33",637,45,0.167,19.71,38.82,0.74,53.8,417.5,5
"NN34",638,43,0.161,21,40.3,0.74,50.1,410,5
"NN35",639,12,0.153,22.55,42.7,0.74,44.2,384.5,5
"NN36",640,42,0.149,24.35,43.47,0.74,42.6,392.9,4
"NN37",641,19,0.162,21.78,42.5,0.74,48.7,411.2,6
"NN38",642,3,0.151,26.81,41.42,0.74,40.2,390.6,5
"NN39",643,26,0.145,30.54,38.33,0.74,32.5,340.8,5
"NN40",644,28,0.212,15.82,35.56,0.74,61.6,374.6,4
"NN41",645,33,0.169,18.99,40.76,0.74,56.2,423.3,5
"NN42",646,64,0.174,18.41,39.65,0.74,58.6,430.5,6
"NN43",647,119,0.173,18.41,37.56,0.74,57.5,423.9,6
"NN44",648,5,0.171,18.78,37.84,0.74,55.8,420.5,6
"NN45",649,32,0.18,19.29,39.46,0.74,51.7,384.8,5
"NN46",650,1,0.15,24.27,39.2,0.74,44,405,4
"NN47",651,73,0.172,20.36,40.75,0.74,52.6,415.9,6
"NN48",652,61,0.173,22.23,38.74,0.74,50,414.1,3
"NN49",653,7,0.158,27.85,38.18,0.74,39.5,384,5
"NN50",654,59,0.199,15.87,35.27,0.74,57.7,363.1,4
"NN51",655,49,0.181,17.77,39.11,0.74,58.3,410.9,5
"NN52",656,60,0.209,16.03,39.12,0.74,70.8,439.6,4
"NN53",657,163,0.178,18.41,39.43,0.74,58.7,427,5
"NN54",658,121,0.186,18.43,43.07,0.74,62.6,443.5,4
"NN55",659,114,0.243,12.3,33.27,0.74,76.4,384.5,4
"NN56",660,25,0.183,20.72,40.37,0.74,57.3,435.4,4
"NN57",661,40,0.184,24.71,36.92,0.74,49.5,412.6,5
"NN58",662,36,0.189,18.26,35.25,0.74,53.5,372.8,4
"NN59",663,59,0.168,26.82,29.91,0.74,46,417.7,5
"NN60",664,34,0.166,18.29,30.88,0.74,35,262,6
"NN61",665,16,0.171,18.02,36.74,0.74,58.8,428.5,6
"NN62",666,65,0.214,15.72,35.28,0.74,69,417.2,4
"NN63",667,131,0.193,16.71,39.1,0.74,63.2,418.2,5
"NN64",668,262,0.187,17.59,42.41,0.74,63.9,443.7,5
"NN65",669,119,0.21,18.57,37.36,0.74,60.3,399.5,5
"NN66",670,9,0.199,17.56,35.58,0.74,55.7,370.8,4
"NN67",671,56,0.197,18.58,35.62,0.74,53.9,374.5,4
"NN68",672,32,0.203,16.96,36.31,0.74,56.7,370.7,4
"NN69",673,72,0.209,16.55,35.71,0.74,58.2,368.9,4
"NN70",674,24,0.165,19.37,32.33,0.74,34.4,266.6,6
"NN71",675,16,0.185,16.4,33.37,0.74,61.4,410.3,6
"NN72",676,51,0.237,13.36,34.69,0.74,77.8,411.2,4
"NN73",677,60,0.2,16.32,37.59,0.74,67.6,432.6,4
"NN74",678,178,0.253,11.8,34.41,0.74,81.4,393.1,4
"NN75",679,111,0.219,15.59,35.24,0.74,65,385.9,4
"NN76",680,40,0.248,11.53,31.95,0.74,79.7,383.5,4
"NN77",681,23,0.195,17.85,37.88,0.74,54.9,373.9,4
"NN78",682,4,0.19,19.16,40.22,0.74,52.3,378.7,4
"NN79",683,71,0.189,17.46,41.15,0.74,54.1,370,4
"NN80",684,11,0.159,24.75,28.5,0.74,37.8,335.8,5
"NN81",685,130,0.169,18.97,35.53,0.74,37.3,281.8,5
"NN82",686,39,0.21,15.43,40.41,0.74,64.4,391.7,4
"NN83",687,20,0.207,16.52,34.74,0.74,64.3,402.5,5
"NN84",688,118,0.23,13.28,33.73,0.74,73.1,389.8,4
"NN85",689,120,0.226,14.23,34.14,0.74,69.6,389.8,4
"NN86",690,156,0.278,9.42,26.79,0.74,88.7,365.2,5
"NN87",691,13,0.191,19.2,43.92,0.74,55.5,399.3,5
"NN88",692,17,0.178,22.44,45.38,0.74,49.5,402.6,5
"NN89",693,32,0.2,16.06,43.17,0.74,57.8,371.7,5
"NN90",694,20,0.183,17.94,23.64,0.74,58.8,414.7,5
"NN91",695,19,0.177,20.6,37.85,0.74,34.3,264.1,5
"NN92",696,30,0.178,17.7,38.95,0.74,38.4,272.9,6
"NN93",697,19,0.21,15.83,35.3,0.74,66.8,405.4,5
"NN94",698,13,0.249,12.24,33.23,0.74,79.2,390.9,4
"NN95",699,110,0.251,11.19,31.03,0.74,77.4,364.4,4
"NN96",700,113,0.195,17.32,41.24,0.74,57,380,4
"NN97",701,67,0.193,17.89,45.13,0.74,55.6,384.2,4
"NN98",702,21,0.184,18.11,45.98,0.74,51.9,370.1,5
"NN99",703,41,0.188,20.6,42.67,0.74,53.2,404.5,5
"NO00",704,35,0.177,18.25,32.34,0.74,41.8,300.4,4
"NO01",705,14,0.179,19.38,42.54,0.74,37.5,279.1,4
"NO02",706,42,0.178,21.74,38.15,0.74,32.4,256.4,5
"NO03",707,13,0.176,19.76,36.07,0.74,33.6,253.5,4
"NO04",708,68,0.235,12.33,32.76,0.74,70.4,359.1,4
"NO05",709,17,0.202,16.22,38.7,0.74,59.6,377.4,4
"NO06",710,77,0.194,17.12,36.07,0.74,60.6,398.8,4
"NO07",711,43,0.189,19.07,39.79,0.74,58.9,422.3,5
"NO08",712,41,0.187,18.11,47,0.74,52.8,374.7,5
"NO09",713,133,0.186,18.19,46.61,0.74,52.1,372.8,5
"NO10",714,32,0.182,21.79,41.84,0.74,37.9,296.5,4
"NO11",715,15,0.183,18.96,38.48,0.74,38,277.4,5
"NO12",716,60,0.174,21.76,40.22,0.74,33.2,265.8,5
"NO13",717,59,0.174,22.23,38.12,0.74,30.9,249.4,4
"NO14",718,81,0.176,19.99,34.95,0.74,33.5,255.3,4
"NO15",719,115,0.22,12.87,26.85,0.74,71.4,381.3,4
"NO16",720,71,0.192,16.47,29.13,0.74,62.7,404.6,4
"NO17",721,131,0.182,18.94,32.02,0.74,57.6,409.8,5
"NO18",722,36,0.184,18.16,45.28,0.74,51.8,370.6,5
"NO19",723,238,0.184,17.97,44.88,0.74,51,363.9,6
"NO20",724,26,0.191,19.43,42.27,0.74,40.4,291.4,5
"NO21",725,17,0.182,21.85,40.93,0.74,37.2,292.3,5
"NO22",726,53,0.179,23.45,42.33,0.74,34.2,279.8,5
"NO23",727,49,0.173,21.57,36.95,0.74,33.2,264.7,5
"NO24",728,21,0.171,21.17,37.46,0.74,29.3,233.4,4
"NO25",729,99,0.23,11.23,27.52,0.74,65.9,323.2,5
"NO26",730,36,0.195,17.28,34.32,0.74,56.1,370.7,4
"NO27",731,69,0.186,16.8,35.14,0.74,56.2,379.3,5
"NO28",732,31,0.19,17.28,40.1,0.74,53.4,368.9,6
"NO29",733,63,0.181,17.94,42.17,0.74,49,350.8,5
"NO30",734,18,0.213,16.1,40.66,0.74,46.3,286.1,4
"NO31",735,24,0.201,17.92,42.74,0.74,43.1,289.1,4
"NO32",736,32,0.169,23.35,46.33,0.74,33.1,276.7,5
"NO33",737,46,0.177,22.35,40.26,0.74,33.3,268,5
"NO34",738,53,0.173,20.29,37.99,0.74,31.3,242.8,3
"NO35",739,17,0.181,18.96,32.02,0.74,33.3,242.8,4
"NO36",740,30,0.188,15.31,30.31,0.74,55.9,353.2,5
"NO37",741,34,0.176,17.27,36.13,0.74,52.4,365.2,5
"NO38",742,6,0.182,17.59,35.84,0.74,49.8,352.5,6
"NO39",743,55,0.189,17.32,37.68,0.74,49.7,338.8,4
"NO40",744,12,0.198,18.84,37.43,0.74,41.7,290.3,5
"NO41",745,21,0.205,17.39,42.47,0.74,44.1,288.3,4
"NO42",746,24,0.186,19.66,44.92,0.74,39.2,286.8,4
"NO43",747,15,0.177,22.35,43.64,0.74,34.6,277.6,5
"NO44",748,26,0.17,22.33,39.81,0.74,31.2,254.2,4
"NO45",749,32,0.172,19.84,35.72,0.74,29.6,225.6,4
"NO46",750,19,0.188,15.3,30.36,0.74,54.5,344.4,5
"NO47",751,75,0.175,18.48,35.39,0.74,49.2,356.6,4
"NO48",752,42,0.182,17.85,33.23,0.74,49,350.7,6
"NO49",753,71,0.189,17.78,34.17,0.74,47.5,327.6,4
"NO50",754,33,0.211,15.32,42.81,0.74,46.4,279.6,4
"NO51",755,37,0.199,15.99,42.21,0.74,43.7,276.6,3
"NO52",756,3,0.161,22,37.89,0.74,34.1,280.2,4
"NO53",757,36,0.171,21.02,41.92,0.74,35.4,276.2,4
"NO54",758,22,0.167,22.36,38.86,0.74,31.8,260.3,4
"NO55",759,21,0.169,21.59,36.02,0.74,29.6,236.7,4
"NO56",760,27,0.182,18.58,32.86,0.74,30.4,218.9,4
"NO57",761,121,0.175,16.57,32.03,0.74,49.6,339.7,5
"NO58",762,23,0.179,18.86,32,0.74,47.6,352.6,5
"NO59",763,29,0.176,24.11,31.89,0.74,33.3,280.5,5
"NO60",764,9,0.2,16.14,45.11,0.74,43.6,275.7,4
"NO61",765,0,0.192,16.87,43.62,0.74,42.3,278.8,4
"NO63",766,1,0.173,19.76,39.88,0.74,36.5,274,4
"NO64",767,22,0.167,21.79,38.67,0.74,32.9,265.2,4
"NO65",768,13,0.159,23.57,36.64,0.74,28.5,244.6,5
"NO66",769,18,0.162,21.4,34.73,0.74,26.6,215.3,4
"NO67",770,17,0.178,18.41,31.03,0.74,29.2,210.2,4
"NO68",771,14,0.185,20.73,29.67,0.74,43.6,328.2,5
"NO69",772,30,0.183,25.65,31.23,0.74,23.2,196.3,6
"NO74",773,12,0.164,21.63,37.73,0.74,32.6,263.1,4
"NO75",774,24,0.155,24.07,35.69,0.74,28.6,249.8,5
"NO76",775,61,0.173,19.66,33.19,0.74,28.5,213.6,4
"NO77",776,15,0.172,18.43,32.62,0.74,27,196.1,4
"NO78",777,11,0.174,25.82,28.17,0.74,25.9,224.9,6
"NO79",778,45,0.187,22.03,32.79,0.74,21.5,168,5
"NO86",779,5,0.154,22.53,33.09,0.74,26,219.8,5
"NO87",780,27,0.169,18.18,33.17,0.74,26.3,190.7,4
"NO88",781,22,0.18,22.19,33.07,0.74,23.8,188.8,4
"NO89",782,12,0.167,24.12,38.54,0.74,19.3,165.9,5
"NO99",783,8,0.157,25.23,36.59,0.74,18.7,169.3,5
"NR15",784,14,0.15,19.51,38.47,0.74,40,320.1,5
"NR16",785,0,0.12,24.28,37.62,0.74,31.5,314.2,6
"NR24",786,21,0.132,22.02,39.03,0.74,33.6,304.5,6
"NR25",787,17,0.155,18.08,38.36,0.74,42.6,321.5,6
"NR26",788,74,0.147,19.94,37.22,0.74,37.8,309,6
"NR27",789,16,0.128,23.97,40.2,0.74,33.2,318.5,5
"NR33",790,0,0.099,28.87,33.8,0.74,27.1,322.4,6
"NR34",791,34,0.154,18.54,38.34,0.74,40,307.7,6
"NR35",792,15,0.186,15.08,27.29,0.74,47.4,300.8,6
"NR36",793,51,0.162,17.56,34.87,0.74,42.8,312.9,6
"NR37",794,7,0.143,20.7,38.53,0.74,37.7,317.6,5
"NR38",795,10,0.11,24.77,36.3,0.74,31.3,326.5,7
