"Species","Time","TFactor","StDev","X","Xspt","Xest","N.0.00","N.0.98"
"Stereocaulon vesuvianum",2011.5,0.652,0.055,151,144,144,2545,0
"Sticta canariensis",1779.5,0.009,0.106,1,0,0,1045,0
"Sticta canariensis",1979.5,0.51,0.087,36,34.4,34.4,1045,0
"Sticta canariensis",2011.5,0.336,0.067,26,25.7,25.7,1045,0
"Sticta fuliginosa s. lat.",1779.5,0,0,0,0,0,0,0
"Sticta fuliginosa s. lat.",1979.5,0.396,0.052,59,58.1,58.1,1525,0
"Sticta fuliginosa s. lat.",2011.5,0.676,0.071,100,95.3,95.3,1525,0
"Sticta limbata",1779.5,0.506,0.513,3,0.7,0.7,1709,0
"Sticta limbata",1979.5,0.439,0.052,72,71.4,71.4,1709,0
"Sticta limbata",2011.5,0.585,0.061,98,95.6,95.6,1709,0
"Sticta sylvatica",1779.5,0.225,0.358,5,0.3,0.3,1642,0
"Sticta sylvatica",1979.5,0.488,0.056,80,75.4,75.4,1642,0
"Sticta sylvatica",2011.5,0.57,0.061,91,89.2,89.2,1642,0
"Strangospora microhaema",1779.5,0,0,0,0,0,0,0
"Strangospora microhaema",1979.5,0.247,0.124,4,4,4,540,0
"Strangospora microhaema",2011.5,0.154,0.089,3,3,3,540,0
"Strangospora moriformis",1779.5,0.008,0.096,1,0,0,780,0
"Strangospora moriformis",1979.5,0.266,0.08,11,11,11,780,0
"Strangospora moriformis",2011.5,0.141,0.06,6,5.6,5.6,780,0
"Strangospora pinicola",1779.5,0,0,0,0,0,0,0
"Strangospora pinicola",1979.5,0.303,0.081,14,14,14,1031,0
"Strangospora pinicola",2011.5,0.142,0.063,5,5,5,1031,0
"Strigula confusa",1779.5,0,0,0,0,0,0,0
"Strigula confusa",1979.5,0.453,0.227,4,4,4,289,0
"Strigula confusa",2011.5,0,0,0,0,0,0,0
"Bacidina sulphurella",1779.5,0,0,0,0,0,0,0
"Bacidina sulphurella",1979.5,0.157,0.079,4,4,4,612,0
"Bacidina sulphurella",2011.5,0.301,0.124,6,6,6,612,0
"Strigula jamesii",1779.5,0,0,0,0,0,0,0
"Strigula jamesii",1979.5,0.057,0.04,2,2,2,955,0
"Strigula jamesii",2011.5,0.319,0.101,10,10,10,955,0
"Strigula phaea",1779.5,0,0,0,0,0,0,0
"Strigula phaea",1979.5,0.322,0.188,3,3,3,271,0
"Strigula phaea",2011.5,0.426,0.195,5,5,5,271,0
"Strigula stigmatella",1779.5,0,0,0,0,0,0,0
"Strigula stigmatella",1979.5,0.139,0.139,1,1,1,224,0
"Strigula stigmatella",2011.5,0.138,0.138,1,1,1,224,0
"Strigula tagananae",1779.5,0,0,0,0,0,0,0
"Strigula tagananae",1979.5,0,0,0,0,0,0,0
"Strigula tagananae",2011.5,1.908,1.739,2,2,2,8,0
"Strigula taylorii",1779.5,0,0,0,0,0,0,0
"Strigula taylorii",1979.5,0.033,0.016,4,4,4,1422,0
"Strigula taylorii",2011.5,0.505,0.07,54,53.5,53.5,1422,0
"Synalissa ramulosa",1779.5,0,0,0,0,0,0,0
"Synalissa ramulosa",1979.5,0,0,0,0,0,0,0
"Synalissa ramulosa",2011.5,1.951,1.526,2,2,2,51,0
"Synarthonia astroidestera",1779.5,0,0,0,0,0,0,0
"Synarthonia astroidestera",1979.5,0.26,0.101,7,6.7,6.7,466,0
"Synarthonia astroidestera",2011.5,0.276,0.099,8,8,8,466,0
"Syncesia myrticola",1779.5,0,0,0,0,0,0,0
"Syncesia myrticola",1979.5,0.15,0.107,2,2,2,242,0
"Syncesia myrticola",2011.5,0.531,0.212,7,6.5,6.5,242,0
"Teloschistes chrysophthalmus",1779.5,0,0,0,0,0,0,0
"Teloschistes chrysophthalmus",1979.5,0,0,0,0,0,0,0
"Teloschistes chrysophthalmus",2011.5,0.628,0.161,16,15.8,15.8,452,0
"Teloschistes flavicans",1779.5,9.746,5.976,12,1.4,1.4,673,0
"Teloschistes flavicans",1979.5,0.321,0.074,20,19.4,19.4,673,0
"Teloschistes flavicans",2011.5,0.175,0.054,12,10.5,10.5,673,0
"Bactrospora corticola",1779.5,0,0,0,0,0,0,0
"Bactrospora corticola",1979.5,0.277,0.07,16,15.6,15.6,1253,0
"Bactrospora corticola",2011.5,0.2,0.06,11,11,11,1253,0
"Tephromela atra",1779.5,0.281,0.23,3,1.1,1.1,2846,0
"Tephromela atra",1979.5,0.773,0.035,536,527.7,527.7,2846,0
"Tephromela atra",2011.5,0.653,0.036,360,350.4,350.4,2846,0
"Tephromela grumosa",1779.5,0,0,0,0,0,0,0
"Tephromela grumosa",1979.5,0.205,0.046,20,20,20,1417,0
"Tephromela grumosa",2011.5,0.367,0.063,35,34,34,1417,0
"Tephromela pertusarioides",1779.5,0,0,0,0,0,0,0
"Tephromela pertusarioides",1979.5,0,0,0,0,0,0,0
"Tephromela pertusarioides",2011.5,0.31,0.317,1,1,1,67,0
"Thamnolia vermicularis",1779.5,2.527,1.361,3,2.8,2.8,690,0
"Thamnolia vermicularis",1979.5,0.426,0.099,19,18.4,18.4,690,0
"Thamnolia vermicularis",2011.5,0.583,0.112,30,27.7,27.7,690,0
"Thelenella larbalestieri",1779.5,0,0,0,0,0,0,0
"Thelenella larbalestieri",1979.5,0,0,0,0,0,0,0
"Thelenella larbalestieri",2011.5,0.44,0.456,1,1,1,81,0
"Thelenella modesta",1779.5,0,0,0,0,0,0,0
"Thelenella modesta",1979.5,0.271,0.273,1,1,1,123,0
"Thelenella modesta",2011.5,0.003,0.039,1,0,0,123,0
"Thelenella muscorum",1779.5,0,0,0,0,0,0,0
"Thelenella muscorum",1979.5,0.321,0.072,20,20,20,1369,0
"Thelenella muscorum",2011.5,0.135,0.048,8,8,8,1369,0
"Thelidium decipiens",1779.5,1.191,1.055,1,1,1,1998,0
"Thelidium decipiens",1979.5,0.236,0.04,36,35.1,35.1,1998,0
"Thelidium decipiens",2011.5,0.204,0.04,26,26,26,1998,0
"Thelidium fontigenum",1779.5,0,0,0,0,0,0,0
"Thelidium fontigenum",1979.5,0,0,0,0,0,0,0
"Thelidium fontigenum",2011.5,0.532,0.312,3,3,3,138,0
"Thelidium fumidum",1779.5,0,0,0,0,0,0,0
"Thelidium fumidum",1979.5,0.192,0.136,2,2,2,337,0
"Thelidium fumidum",2011.5,0.105,0.105,1,1,1,337,0
"Bactrospora homalotropa",1779.5,0,0,0,0,0,0,0
"Bactrospora homalotropa",1979.5,0.345,0.1,12,12,12,535,0
"Bactrospora homalotropa",2011.5,0.357,0.093,15,15,15,535,0
"Thelidium impressum",1779.5,0,0,0,0,0,0,0
"Thelidium impressum",1979.5,0.213,0.217,1,1,1,198,0
"Thelidium impressum",2011.5,0.458,0.466,1,1,1,198,0
"Thelidium incavatum",1779.5,0,0,0,0,0,0,0
"Thelidium incavatum",1979.5,0.226,0.043,28,28,28,1668,0
"Thelidium incavatum",2011.5,0.304,0.059,28,27,27,1668,0
"Thelidium methorium",1779.5,0,0,0,0,0,0,0
"Thelidium methorium",1979.5,0.329,0.332,1,1,1,124,0
"Thelidium methorium",2011.5,0,0,0,0,0,0,0
"Thelidium minutulum",1779.5,0,0,0,0,0,0,0
"Thelidium minutulum",1979.5,0.336,0.113,9,9,9,633,0
"Thelidium minutulum",2011.5,0.118,0.084,2,2,2,633,0
"Thelidium papulare",1779.5,1.781,1.682,1,1,1,1435,0
"Thelidium papulare",1979.5,0.208,0.06,12,12,12,1435,0
"Thelidium papulare",2011.5,0.266,0.073,14,13.4,13.4,1435,0
"Thelidium pluvium",1779.5,0,0,0,0,0,0,0
"Thelidium pluvium",1979.5,0.126,0.126,1,1,1,287,0
"Thelidium pluvium",2011.5,0.312,0.181,3,3,3,287,0
"Thelidium pyrenophorum",1779.5,0.012,0.158,1,0,0,818,0
"Thelidium pyrenophorum",1979.5,0.207,0.077,8,7.2,7.2,818,0
"Thelidium pyrenophorum",2011.5,0.171,0.077,5,5,5,818,0
"Thelidium zwackhii",1779.5,0,0,0,0,0,0,0
"Thelidium zwackhii",1979.5,0.35,0.205,3,3,3,285,0
"Thelidium zwackhii",2011.5,0,0,0,0,0,0,0
"Thelocarpon coccosporum",1779.5,0,0,0,0,0,0,0
"Thelocarpon coccosporum",1979.5,0,0,0,0,0,0,0
"Thelocarpon coccosporum",2011.5,0.349,0.204,3,3,3,225,0
"Thelocarpon epibolum s. lat.",1779.5,0,0,0,0,0,0,0
"Thelocarpon epibolum s. lat.",1979.5,0.355,0.145,6,6,6,570,0
"Thelocarpon epibolum s. lat.",2011.5,0.049,0.049,1,1,1,570,0
"Acarospora macrospora subsp. macrospora",1779.5,0,0,0,0,0,0,0
"Acarospora macrospora subsp. macrospora",1979.5,0.499,0.514,1,1,1,108,0
"Acarospora macrospora subsp. macrospora",2011.5,0,0,0,0,0,0,0
"Baeomyces carneus",1779.5,0,0,0,0,0,0,0
"Baeomyces carneus",1979.5,0,0,0,0,0,0,0
"Baeomyces carneus",2011.5,0.4,0.286,2,2,2,195,0
"Thelocarpon impressellum",1779.5,0.191,1.881,1,0,0,145,0
"Thelocarpon impressellum",1979.5,0.372,0.266,2,2,2,145,0
"Thelocarpon impressellum",2011.5,0,0,0,0,0,0,0
"Thelocarpon intermediellum",1779.5,0,0,0,0,0,0,0
"Thelocarpon intermediellum",1979.5,0.289,0.291,1,1,1,108,0
"Thelocarpon intermediellum",2011.5,0,0,0,0,0,0,0
"Thelocarpon laureri",1779.5,1.624,2.577,1,0.3,0.3,505,0
"Thelocarpon laureri",1979.5,0.296,0.133,5,5,5,505,0
"Thelocarpon laureri",2011.5,0.186,0.133,2,2,2,505,0
"Thelocarpon lichenicola",1779.5,0,0,0,0,0,0,0
"Thelocarpon lichenicola",1979.5,0.591,0.344,3,3,3,288,0
"Thelocarpon lichenicola",2011.5,0,0,0,0,0,0,0
"Thelocarpon opertum",1779.5,0,0,0,0,0,0,0
"Thelocarpon opertum",1979.5,0,0,0,0,0,0,0
"Thelocarpon opertum",2011.5,0.36,0.364,1,1,1,87,0
"Thelocarpon pallidum",1779.5,0,0,0,0,0,0,0
"Thelocarpon pallidum",1979.5,1.232,0.96,2,2,2,24,0
"Thelocarpon pallidum",2011.5,0,0,0,0,0,0,0
"Thelocarpon sphaerosporum",1779.5,0,0,0,0,0,0,0
"Thelocarpon sphaerosporum",1979.5,0.338,0.338,1,1,1,92,0
"Thelocarpon sphaerosporum",2011.5,0,0,0,0,0,0,0
"Thelocarpon strasseri",1779.5,0,0,0,0,0,0,0
"Thelocarpon strasseri",1979.5,0,0,0,0,0,0,0
"Thelocarpon strasseri",2011.5,0.271,0.273,1,1,1,92,0
"Thelopsis isiaca",1779.5,0,0,0,0,0,0,0
"Thelopsis isiaca",1979.5,0.225,0.161,2,2,2,196,0
"Thelopsis isiaca",2011.5,0.116,0.116,1,1,1,196,0
"Thelopsis melathelia",1779.5,0,0,0,0,0,0,0
"Thelopsis melathelia",1979.5,0.412,0.251,3,2.7,2.7,185,0
"Thelopsis melathelia",2011.5,0,0,0,0,0,0,0
"Baeomyces placophyllus",1779.5,0,0,0,0,0,0,0
"Baeomyces placophyllus",1979.5,0.436,0.096,21,20.7,20.7,867,0
"Baeomyces placophyllus",2011.5,0.194,0.063,10,9.6,9.6,867,0
"Thelopsis rubella",1779.5,0.008,0.091,1,0,0,1502,0
"Thelopsis rubella",1979.5,0.182,0.04,21,20.9,20.9,1502,0
"Thelopsis rubella",2011.5,0.392,0.061,42,41.3,41.3,1502,0
"Thelotrema lepadinum",1779.5,0.003,0.029,1,0,0,2432,0
"Thelotrema lepadinum",1979.5,0.379,0.032,144,143,143,2432,0
"Thelotrema lepadinum",2011.5,0.59,0.044,188,184.1,184.1,2432,0
"Thelotrema macrosporum",1779.5,0,0,0,0,0,0,0
"Thelotrema macrosporum",1979.5,0.289,0.092,10,10,10,544,0
"Thelotrema macrosporum",2011.5,0.299,0.085,13,12.5,12.5,544,0
"Thermutis velutina",1779.5,0.11,0.981,2,0,0,245,0
"Thermutis velutina",1979.5,0.132,0.131,1,1,1,245,0
"Thermutis velutina",2011.5,0,0,0,0,0,0,0
"Thrombium epigaeum",1779.5,0,0,0,0,0,0,0
"Thrombium epigaeum",1979.5,0.339,0.154,5,4.9,4.9,569,0
"Thrombium epigaeum",2011.5,0.068,0.068,1,1,1,569,0
"Toninia aromatica",1779.5,0.538,0.373,3,1.5,1.5,2776,0
"Toninia aromatica",1979.5,0.552,0.031,347,340.8,340.8,2776,0
"Toninia aromatica",2011.5,0.478,0.033,221,217,217,2776,0
"Toninia episema",1779.5,0,0,0,0,0,0,0
"Toninia episema",1979.5,0.191,0.097,4,4,4,273,0
"Toninia episema",2011.5,0.311,0.129,6,6,6,273,0
"Toninia fusispora",1779.5,0,0,0,0,0,0,0
"Toninia fusispora",1979.5,0.688,0.404,3,3,3,152,0
"Toninia fusispora",2011.5,0,0,0,0,0,0,0
"Toninia mesoidea",1779.5,0,0,0,0,0,0,0
"Toninia mesoidea",1979.5,0.588,0.298,4,4,4,270,0
"Toninia mesoidea",2011.5,0.259,0.184,2,2,2,270,0
"Toninia physaroides",1779.5,0,0,0,0,0,0,0
"Toninia physaroides",1979.5,4.607,7.082,1,1,1,3,0
"Toninia physaroides",2011.5,0,0,0,0,0,0,0
"Baeomyces rufus",1779.5,0,0,0,0,0,0,0
"Baeomyces rufus",1979.5,0.541,0.037,219,212.4,212.4,2740,0
"Baeomyces rufus",2011.5,0.538,0.039,195,190.7,190.7,2740,0
"Toninia sedifolia",1779.5,0.159,0.402,1,0.1,0.1,1715,0
"Toninia sedifolia",1979.5,0.295,0.053,31,30.8,30.8,1715,0
"Toninia sedifolia",2011.5,0.34,0.062,32,30.5,30.5,1715,0
"Toninia squalescens",1779.5,0,0,0,0,0,0,0
"Toninia squalescens",1979.5,0.383,0.387,1,1,1,85,0
"Toninia squalescens",2011.5,0,0,0,0,0,0,0
"Toninia squalida",1779.5,0,0,0,0,0,0,0
"Toninia squalida",1979.5,0.213,0.214,1,1,1,147,0
"Toninia squalida",2011.5,0.299,0.298,1,1,1,147,0
"Toninia thiopsora",1779.5,0,0,0,0,0,0,0
"Toninia thiopsora",1979.5,0.443,0.171,7,6.7,6.7,475,0
"Toninia thiopsora",2011.5,0.135,0.078,3,3,3,475,0
"Toninia verrucarioides",1779.5,0,0,0,0,0,0,0
"Toninia verrucarioides",1979.5,0.106,0.053,4,4,4,964,0
"Toninia verrucarioides",2011.5,0.264,0.088,10,8.9,8.9,964,0
"Tornabea scutellifera",1779.5,131.023,819.023,1,0,0,72,0
"Tornabea scutellifera",1979.5,0,0,0,0,0,0,0
"Tornabea scutellifera",2011.5,0,0,0,0,0,0,0
"Trapelia coarctata",1779.5,0.314,0.273,1,1,1,2824,0
"Trapelia coarctata",1979.5,0.516,0.03,307,304.1,304.1,2824,0
"Trapelia coarctata",2011.5,0.355,0.029,155,154.5,154.5,2824,0
"Trapelia corticola",1779.5,0,0,0,0,0,0,0
"Trapelia corticola",1979.5,0.249,0.04,39,38,38,1713,0
"Trapelia corticola",2011.5,0.499,0.06,73,70.9,70.9,1713,0
"Trapelia glebulosa s. lat.",1779.5,0,0,0,0,0,0,0
"Trapelia glebulosa s. lat.",1979.5,0.386,0.028,191,188.8,188.8,2738,0
"Trapelia glebulosa s. lat.",2011.5,0.346,0.031,133,128.6,128.6,2738,0
"Trapelia obtegens",1779.5,0,0,0,0,0,0,0
"Trapelia obtegens",1979.5,0.275,0.035,63,63,63,2468,0
"Trapelia obtegens",2011.5,0.24,0.037,43,42,42,2468,0
"Belonia incarnata",1779.5,0,0,0,0,0,0,0
"Belonia incarnata",1979.5,0.283,0.201,2,2,2,204,0
"Belonia incarnata",2011.5,0.197,0.196,1,1,1,204,0
"Trapelia placodioides",1779.5,0,0,0,0,0,0,0
"Trapelia placodioides",1979.5,0.333,0.025,186,183.7,183.7,2724,0
"Trapelia placodioides",2011.5,0.404,0.032,168,162.6,162.6,2724,0
"Trapeliopsis flexuosa",1779.5,0.229,0.244,1,0.7,0.7,2801,0
"Trapeliopsis flexuosa",1979.5,0.28,0.023,149,148,148,2801,0
"Trapeliopsis flexuosa",2011.5,0.414,0.032,171,166.4,166.4,2801,0
"Trapeliopsis gelatinosa",1779.5,0.154,0.346,1,0.2,0.2,1438,0
"Trapeliopsis gelatinosa",1979.5,0.407,0.072,33,31.7,31.7,1438,0
"Trapeliopsis gelatinosa",2011.5,0.097,0.034,8,8,8,1438,0
"Trapeliopsis glaucolepidea",1779.5,0,0,0,0,0,0,0
"Trapeliopsis glaucolepidea",1979.5,0.491,0.191,7,6.8,6.8,374,0
"Trapeliopsis glaucolepidea",2011.5,0,0,0,0,0,0,0
"Trapeliopsis granulosa",1779.5,0.449,0.313,2,1.5,1.5,2846,0
"Trapeliopsis granulosa",1979.5,0.525,0.031,294,286.7,286.7,2846,0
"Trapeliopsis granulosa",2011.5,0.249,0.023,117,113.6,113.6,2846,0
"Trapeliopsis percrenata",1779.5,0,0,0,0,0,0,0
"Trapeliopsis percrenata",1979.5,0.305,0.152,4,4,4,507,0
"Trapeliopsis percrenata",2011.5,0.086,0.085,1,1,1,507,0
"Trapeliopsis pseudogranulosa",1779.5,0,0,0,0,0,0,0
"Trapeliopsis pseudogranulosa",1979.5,0.294,0.034,76,73.5,73.5,2236,0
"Trapeliopsis pseudogranulosa",2011.5,0.459,0.045,109,106.4,106.4,2236,0
"Trapeliopsis viridescens",1779.5,0,0,0,0,0,0,0
"Trapeliopsis viridescens",1979.5,0,0,0,0,0,0,0
"Trapeliopsis viridescens",2011.5,0.265,0.269,1,1,1,125,0
"Trapeliopsis wallrothii",1779.5,0,0,0,0,0,0,0
"Trapeliopsis wallrothii",1979.5,0.349,0.116,10,9.2,9.2,523,0
"Trapeliopsis wallrothii",2011.5,0.287,0.129,6,4.9,4.9,523,0
"Tremolecia atrata",1779.5,0.088,0.202,1,0.1,0.1,1321,0
"Tremolecia atrata",1979.5,0.375,0.056,47,44.4,44.4,1321,0
"Tremolecia atrata",2011.5,0.396,0.056,53,50.2,50.2,1321,0
"Belonia nidarosiensis",1779.5,0,0,0,0,0,0,0
"Belonia nidarosiensis",1979.5,0.353,0.029,149,148,148,2462,0
"Belonia nidarosiensis",2011.5,0.272,0.03,87,83.5,83.5,2462,0
"Trimmatothelopsis rhizobola",1779.5,0,0,0,0,0,0,0
"Trimmatothelopsis rhizobola",1979.5,0.386,0.276,2,2,2,124,0
"Trimmatothelopsis rhizobola",2011.5,0,0,0,0,0,0,0
"Tubeufia heterodermiae",1779.5,0,0,0,0,0,0,0
"Tubeufia heterodermiae",1979.5,0,0,0,0,0,0,0
"Tubeufia heterodermiae",2011.5,0.371,0.166,5,5,5,569,0
"Tuckermannopsis chlorophylla",1779.5,0.045,0.114,2,0.1,0.1,2746,0
"Tuckermannopsis chlorophylla",1979.5,0.545,0.044,158,154.2,154.2,2746,0
"Tuckermannopsis chlorophylla",2011.5,0.244,0.03,68,63.9,63.9,2746,0
"Tylophoron hibernicum",1779.5,0,0,0,0,0,0,0
"Tylophoron hibernicum",1979.5,0.112,0.08,2,2,2,221,0
"Tylophoron hibernicum",2011.5,0.342,0.131,7,7,7,221,0
"Tylothallia biformigera",1779.5,0.014,0.16,1,0,0,971,0
"Tylothallia biformigera",1979.5,0.388,0.093,18,17.3,17.3,971,0
"Tylothallia biformigera",2011.5,0.128,0.049,7,6.8,6.8,971,0
"Umbilicaria crustulosa",1779.5,0,0,0,0,0,0,0
"Umbilicaria crustulosa",1979.5,0.171,0.241,1,0.5,0.5,46,0
"Umbilicaria crustulosa",2011.5,0.467,0.345,2,2,2,46,0
"Umbilicaria cylindrica",1779.5,0.886,0.664,4,1.4,1.4,1166,0
"Umbilicaria cylindrica",1979.5,0.34,0.062,33,30.3,30.3,1166,0
"Umbilicaria cylindrica",2011.5,0.59,0.078,62,58.3,58.3,1166,0
"Umbilicaria deusta",1779.5,0.219,0.495,1,0.2,0.2,1073,0
"Umbilicaria deusta",1979.5,0.271,0.073,14,13.9,13.9,1073,0
"Umbilicaria deusta",2011.5,0.239,0.069,12,11.9,11.9,1073,0
"Umbilicaria hirsuta",1779.5,0,0,0,0,0,0,0
"Umbilicaria hirsuta",1979.5,0.319,0.319,1,1,1,157,0
"Umbilicaria hirsuta",2011.5,0.411,0.414,1,1,1,157,0
"Umbilicaria hyperborea",1779.5,0.228,0.665,2,0.1,0.1,471,0
"Umbilicaria hyperborea",1979.5,0.21,0.127,3,2.7,2.7,471,0
"Umbilicaria hyperborea",2011.5,0,0,0,0,0,0,0
"Belonia russula",1779.5,0,0,0,0,0,0,0
"Belonia russula",1979.5,0.434,0.195,5,5,5,309,0
"Belonia russula",2011.5,0,0,0,0,0,0,0
"Umbilicaria nylanderiana",1779.5,0,0,0,0,0,0,0
"Umbilicaria nylanderiana",1979.5,0.488,0.49,1,1,1,79,0
"Umbilicaria nylanderiana",2011.5,0,0,0,0,0,0,0
"Umbilicaria polyphylla",1779.5,0.927,0.62,3,1.7,1.7,1648,0
"Umbilicaria polyphylla",1979.5,0.438,0.055,70,64.7,64.7,1648,0
"Umbilicaria polyphylla",2011.5,0.489,0.058,76,72.6,72.6,1648,0
"Umbilicaria polyrrhiza",1779.5,0.007,0.058,2,0,0,1070,0
"Umbilicaria polyrrhiza",1979.5,0.392,0.07,31,31,31,1070,0
"Umbilicaria polyrrhiza",2011.5,0.292,0.056,28,26.9,26.9,1070,0
"Umbilicaria proboscidea",1779.5,0.893,0.75,3,1.1,1.1,847,0
"Umbilicaria proboscidea",1979.5,0.386,0.085,22,20.6,20.6,847,0
"Umbilicaria proboscidea",2011.5,0.299,0.07,20,18.3,18.3,847,0
"Umbilicaria torrefacta",1779.5,0.696,0.593,3,1.1,1.1,1018,0
"Umbilicaria torrefacta",1979.5,0.497,0.079,42,39.5,39.5,1018,0
"Umbilicaria torrefacta",2011.5,0.423,0.067,45,40.2,40.2,1018,0
"Usnea articulata",1779.5,0.044,0.264,3,0,0,910,0
"Usnea articulata",1979.5,0.324,0.054,37,36.9,36.9,910,0
"Usnea articulata",2011.5,0.671,0.089,64,60.2,60.2,910,0
"Usnea ceratina",1779.5,3.272,2.46,2,1.1,1.1,882,0
"Usnea ceratina",1979.5,0.43,0.059,55,55,55,882,0
"Usnea ceratina",2011.5,0.363,0.059,39,39,39,882,0
"Usnea cornuta",1779.5,0.147,0.3,1,0.2,0.2,1930,0
"Usnea cornuta",1979.5,0.355,0.037,93,91.6,91.6,1930,0
"Usnea cornuta",2011.5,0.653,0.058,131,130.6,130.6,1930,0
"Usnea dasopoga",1779.5,0.231,0.331,2,0.3,0.3,1738,0
"Usnea dasopoga",1979.5,0.319,0.047,48,46.4,46.4,1738,0
"Usnea dasopoga",2011.5,0.395,0.052,60,58.7,58.7,1738,0
"Usnea esperantiana",1779.5,0,0,0,0,0,0,0
"Usnea esperantiana",1979.5,0.056,0.04,2,2,2,642,0
"Usnea esperantiana",2011.5,0.441,0.112,16,15.8,15.8,642,0
"Biatora beckhausii",1779.5,0.048,0.368,2,0,0,513,0
"Biatora beckhausii",1979.5,0.173,0.087,4,4,4,513,0
"Biatora beckhausii",2011.5,0.144,0.084,3,3,3,513,0
"Usnea flammea",1779.5,0,0,0,0,0,0,0
"Usnea flammea",1979.5,0.246,0.044,33,30.9,30.9,1438,0
"Usnea flammea",2011.5,0.63,0.071,80,79.8,79.8,1438,0
"Usnea flavocardia",1779.5,0,0,0,0,0,0,0
"Usnea flavocardia",1979.5,0,0,0,0,0,0,0
"Usnea flavocardia",2011.5,0.446,0.457,1,1,1,80,0
"Usnea florida",1779.5,0.032,0.24,2,0,0,651,0
"Usnea florida",1979.5,0.458,0.07,44,43.6,43.6,651,0
"Usnea florida",2011.5,0.321,0.062,28,28,28,651,0
"Usnea fragilescens",1779.5,0,0,0,0,0,0,0
"Usnea fragilescens",1979.5,0.511,0.078,46,43.8,43.8,1124,0
"Usnea fragilescens",2011.5,0.232,0.049,23,23,23,1124,0
"Usnea fulvoreagens",1779.5,0,0,0,0,0,0,0
"Usnea fulvoreagens",1979.5,0.161,0.114,2,2,2,280,0
"Usnea fulvoreagens",2011.5,0.231,0.134,3,3,3,280,0
"Usnea glabrata",1779.5,0.078,0.744,1,0,0,125,0
"Usnea glabrata",1979.5,0.169,0.17,1,1,1,125,0
"Usnea glabrata",2011.5,0.076,0.144,1,0.3,0.3,125,0
"Usnea glabrescens",1779.5,0,0,0,0,0,0,0
"Usnea glabrescens",1979.5,0.236,0.096,6,6,6,776,0
"Usnea glabrescens",2011.5,0.106,0.061,4,3,3,776,0
"Usnea hirta",1779.5,0,0,0,0,0,0,0
"Usnea hirta",1979.5,0.354,0.063,33,31.8,31.8,1416,0
"Usnea hirta",2011.5,0.368,0.064,34,33.1,33.1,1416,0
"Usnea rubicunda",1779.5,0,0,0,0,0,0,0
"Usnea rubicunda",1979.5,0.413,0.057,54,53.9,53.9,1263,0
"Usnea rubicunda",2011.5,0.276,0.047,35,35,35,1263,0
"Usnea silesiaca",1779.5,0,0,0,0,0,0,0
"Usnea silesiaca",1979.5,0,0,0,0,0,0,0
"Usnea silesiaca",2011.5,0.878,0.916,1,1,1,93,0
"Biatora britannica",1779.5,0,0,0,0,0,0,0
"Biatora britannica",1979.5,0,0,0,0,0,0,0
"Biatora britannica",2011.5,0.522,0.138,15,15,15,557,0
"Usnea subfloridana",1779.5,0.537,0.34,5,1.8,1.8,2842,0
"Usnea subfloridana",1979.5,0.645,0.036,344,333.6,333.6,2842,0
"Usnea subfloridana",2011.5,0.622,0.038,282,274,274,2842,0
"Usnea wasmuthii",1779.5,0,0,0,0,0,0,0
"Usnea wasmuthii",1979.5,0.12,0.033,13,12.9,12.9,1626,0
"Usnea wasmuthii",2011.5,0.396,0.059,46,45.3,45.3,1626,0
"Vahliella atlantica",1779.5,0,0,0,0,0,0,0
"Vahliella atlantica",1979.5,0,0,0,0,0,0,0
"Vahliella atlantica",2011.5,0.244,0.247,1,1,1,159,0
"Vahliella leucophaea",1779.5,0.012,0.133,1,0,0,903,0
"Vahliella leucophaea",1979.5,0.344,0.079,19,18.9,18.9,903,0
"Vahliella leucophaea",2011.5,0.273,0.071,15,15,15,903,0
"Varicellaria hemisphaerica",1779.5,1.174,0.824,4,1.4,1.4,2511,0
"Varicellaria hemisphaerica",1979.5,0.352,0.034,113,111.2,111.2,2511,0
"Varicellaria hemisphaerica",2011.5,0.235,0.03,61,59.9,59.9,2511,0
"Varicellaria lactea",1779.5,0.332,0.378,1,0.6,0.6,1847,0
"Varicellaria lactea",1979.5,0.465,0.053,80,78.7,78.7,1847,0
"Varicellaria lactea",2011.5,0.337,0.044,62,60.2,60.2,1847,0
"Varicellaria velata",1779.5,0,0,0,0,0,0,0
"Varicellaria velata",1979.5,0.198,0.089,5,5,5,555,0
"Varicellaria velata",2011.5,0.345,0.123,8,8,8,555,0
"Verrucaria acrotella",1779.5,0,0,0,0,0,0,0
"Verrucaria acrotella",1979.5,0.344,0.154,5,5,5,552,0
"Verrucaria acrotella",2011.5,0,0,0,0,0,0,0
"Verrucaria aethiobola",1779.5,0,0,0,0,0,0,0
"Verrucaria aethiobola",1979.5,0.323,0.06,29,29,29,1548,0
"Verrucaria aethiobola",2011.5,0.195,0.047,18,17.3,17.3,1548,0
"Verrucaria alpicola",1779.5,0,0,0,0,0,0,0
"Verrucaria alpicola",1979.5,0,0,0,0,0,0,0
"Verrucaria alpicola",2011.5,0.36,0.364,1,1,1,87,0
"Biatora chrysantha",1779.5,0,0,0,0,0,0,0
"Biatora chrysantha",1979.5,0.153,0.062,6,6,6,929,0
"Biatora chrysantha",2011.5,0.293,0.086,13,11.8,11.8,929,0
"Verrucaria anziana",1779.5,0,0,0,0,0,0,0
