"Species","Time","TFactor","StDev","X","Xspt","Xest","N.0.00","N.0.98"
"Absconditella celata",1779.5,0,0,0,0,0,0,0
"Absconditella celata",1979.5,0,0,0,0,0,0,0
"Absconditella celata",2011.5,0.657,0.39,3,3,3,125,0
"Acarospora durietzii",1779.5,0,0,0,0,0,0,0
"Acarospora durietzii",1979.5,0.296,0.303,1,1,1,89,0
"Acarospora durietzii",2011.5,0,0,0,0,0,0,0
"Aspicilia leprosescens",1779.5,0,0,0,0,0,0,0
"Aspicilia leprosescens",1979.5,0.316,0.068,24,21.6,21.6,1305,0
"Aspicilia leprosescens",2011.5,0.375,0.079,24,22.6,22.6,1305,0
"Pertusaria chiodectonoides",1779.5,0,0,0,0,0,0,0
"Pertusaria chiodectonoides",1979.5,0.089,0.111,2,0.6,0.6,368,0
"Pertusaria chiodectonoides",2011.5,0.378,0.225,3,2.9,2.9,368,0
"Pertusaria coccodes",1779.5,0.778,0.673,1,1,1,2301,0
"Pertusaria coccodes",1979.5,0.352,0.033,114,113.4,113.4,2301,0
"Pertusaria coccodes",2011.5,0.173,0.029,37,37,37,2301,0
"Pertusaria corallina",1779.5,0.434,0.359,2,1.1,1.1,2339,0
"Pertusaria corallina",1979.5,0.65,0.047,199,191.6,191.6,2339,0
"Pertusaria corallina",2011.5,0.568,0.045,166,163.9,163.9,2339,0
"Pertusaria coronata",1779.5,0,0,0,0,0,0,0
"Pertusaria coronata",1979.5,0.44,0.221,4,4,4,363,0
"Pertusaria coronata",2011.5,0.101,0.101,1,1,1,363,0
"Pertusaria dactylina",1779.5,1.374,1.271,1,1,1,361,0
"Pertusaria dactylina",1979.5,0.333,0.139,6,5.7,5.7,361,0
"Pertusaria dactylina",2011.5,0.218,0.113,4,3.7,3.7,361,0
"Pertusaria excludens",1779.5,0,0,0,0,0,0,0
"Pertusaria excludens",1979.5,0.353,0.098,13,13,13,678,0
"Pertusaria excludens",2011.5,0.319,0.089,13,13,13,678,0
"Pertusaria flavicans",1779.5,0.006,0.073,1,0,0,1408,0
"Pertusaria flavicans",1979.5,0.333,0.059,33,32.3,32.3,1408,0
"Pertusaria flavicans",2011.5,0.25,0.055,21,20.7,20.7,1408,0
"Pertusaria flavida",1779.5,0,0,0,0,0,0,0
"Pertusaria flavida",1979.5,0.242,0.037,43,42.7,42.7,2013,0
"Pertusaria flavida",2011.5,0.261,0.042,38,38,38,2013,0
"Pertusaria flavocorallina",1779.5,0,0,0,0,0,0,0
"Pertusaria flavocorallina",1979.5,0.586,0.603,1,1,1,81,0
"Pertusaria flavocorallina",2011.5,0,0,0,0,0,0,0
"Pertusaria geminipara",1779.5,0,0,0,0,0,0,0
"Pertusaria geminipara",1979.5,0.489,0.497,1,1,1,88,0
"Pertusaria geminipara",2011.5,0,0,0,0,0,0,0
"Aspicilia radiosa",1779.5,0,0,0,0,0,0,0
"Aspicilia radiosa",1979.5,0.298,0.054,31,31,31,1148,0
"Aspicilia radiosa",2011.5,0.063,0.032,4,3.8,3.8,1148,0
"Pertusaria glomerata",1779.5,0,0,0,0,0,0,0
"Pertusaria glomerata",1979.5,0.216,0.217,1,1,1,189,0
"Pertusaria glomerata",2011.5,0.325,0.326,1,1,1,189,0
"Pertusaria hymenea",1779.5,0.502,0.413,1,1,1,2535,0
"Pertusaria hymenea",1979.5,0.548,0.037,230,227.7,227.7,2535,0
"Pertusaria hymenea",2011.5,0.55,0.04,194,192.5,192.5,2535,0
"Pertusaria lactescens",1779.5,0,0,0,0,0,0,0
"Pertusaria lactescens",1979.5,0.098,0.031,10,10,10,1984,0
"Pertusaria lactescens",2011.5,0.45,0.067,47,45.2,45.2,1984,0
"Pertusaria leioplaca",1779.5,0.326,0.297,2,0.9,0.9,2503,0
"Pertusaria leioplaca",1979.5,0.437,0.033,176,173,173,2503,0
"Pertusaria leioplaca",2011.5,0.537,0.04,190,184.6,184.6,2503,0
"Pertusaria melanochlora",1779.5,0,0,0,0,0,0,0
"Pertusaria melanochlora",1979.5,0,0,0,0,0,0,0
"Pertusaria melanochlora",2011.5,0.423,0.217,4,3.8,3.8,310,0
"Pertusaria monogona",1779.5,0,0,0,0,0,0,0
"Pertusaria monogona",1979.5,0,0,0,0,0,0,0
"Pertusaria monogona",2011.5,1.185,0.554,5,4.8,4.8,165,0
"Pertusaria multipuncta",1779.5,0.26,0.393,2,0.3,0.3,1909,0
"Pertusaria multipuncta",1979.5,0.554,0.054,109,107.6,107.6,1909,0
"Pertusaria multipuncta",2011.5,0.421,0.047,83,82.4,82.4,1909,0
"Pertusaria oculata",1779.5,0,0,0,0,0,0,0
"Pertusaria oculata",1979.5,0.401,0.202,4,4,4,288,0
"Pertusaria oculata",2011.5,0,0,0,0,0,0,0
"Pertusaria ophthalmiza",1779.5,0,0,0,0,0,0,0
"Pertusaria ophthalmiza",1979.5,0.126,0.063,4,4,4,592,0
"Pertusaria ophthalmiza",2011.5,0.286,0.086,12,11.1,11.1,592,0
"Pertusaria pertusa",1779.5,0.423,0.315,3,1.3,1.3,2813,0
"Pertusaria pertusa",1979.5,0.618,0.034,338,335.5,335.5,2813,0
"Pertusaria pertusa",2011.5,0.58,0.037,265,256.7,256.7,2813,0
"Aspicilia recedens",1779.5,0,0,0,0,0,0,0
"Aspicilia recedens",1979.5,0.216,0.217,1,1,1,210,0
"Aspicilia recedens",2011.5,0.287,0.287,1,1,1,210,0
"Pertusaria pluripuncta",1779.5,0,0,0,0,0,0,0
"Pertusaria pluripuncta",1979.5,0.937,1.149,1,1,1,24,0
"Pertusaria pluripuncta",2011.5,1.869,1.523,2,2,2,24,0
"Pertusaria pseudocorallina",1779.5,0,0,0,0,0,0,0
"Pertusaria pseudocorallina",1979.5,0.326,0.036,83,82,82,2204,0
"Pertusaria pseudocorallina",2011.5,0.537,0.048,129,125.8,125.8,2204,0
"Pertusaria pupillaris",1779.5,0.371,0.446,1,0.5,0.5,1542,0
"Pertusaria pupillaris",1979.5,0.445,0.063,51,50.5,50.5,1542,0
"Pertusaria pupillaris",2011.5,0.157,0.037,19,18.4,18.4,1542,0
"Pertusaria pustulata",1779.5,0,0,0,0,0,0,0
"Pertusaria pustulata",1979.5,0.826,0.508,3,3,3,85,0
"Pertusaria pustulata",2011.5,0.842,0.547,3,3,3,85,0
"Petractis clausa",1779.5,5.435,3.84,2,1.5,1.5,1229,0
"Petractis clausa",1979.5,0.259,0.058,20,20,20,1229,0
"Petractis clausa",2011.5,0.312,0.074,19,17.9,17.9,1229,0
"Petractis nodispora",1779.5,0,0,0,0,0,0,0
"Petractis nodispora",1979.5,0,0,0,0,0,0,0
"Petractis nodispora",2011.5,0.31,0.222,2,2,2,190,0
"Phaeographis dendritica",1779.5,3.165,2.324,9,1.1,1.1,770,0
"Phaeographis dendritica",1979.5,0.332,0.047,52,51.4,51.4,770,0
"Phaeographis dendritica",2011.5,0.743,0.084,83,83,83,770,0
"Phaeographis inusta",1779.5,2.888,3.279,1,0.6,0.6,638,0
"Phaeographis inusta",1979.5,0.133,0.051,7,7,7,638,0
"Phaeographis inusta",2011.5,0.457,0.095,24,24,24,638,0
"Phaeographis lyellii",1779.5,0.912,2.143,2,0.1,0.1,444,0
"Phaeographis lyellii",1979.5,0.259,0.083,10,10,10,444,0
"Phaeographis lyellii",2011.5,0.292,0.086,12,12,12,444,0
"Phaeographis smithii",1779.5,2.283,2.035,9,0.7,0.7,1252,0
"Phaeographis smithii",1979.5,0.1,0.03,11,11,11,1252,0
"Phaeographis smithii",2011.5,0.39,0.066,37,35.9,35.9,1252,0
"Aspicilia simoensis",1779.5,0,0,0,0,0,0,0
"Aspicilia simoensis",1979.5,0,0,0,0,0,0,0
"Aspicilia simoensis",2011.5,0.479,0.5,1,1,1,37,0
"Phaeophyscia endococcina",1779.5,0,0,0,0,0,0,0
"Phaeophyscia endococcina",1979.5,0,0,0,0,0,0,0
"Phaeophyscia endococcina",2011.5,0.379,0.389,1,1,1,46,0
"Phaeophyscia endophoenicea",1779.5,0,0,0,0,0,0,0
"Phaeophyscia endophoenicea",1979.5,0.249,0.181,2,1.9,1.9,288,0
"Phaeophyscia endophoenicea",2011.5,0.23,0.163,2,2,2,288,0
"Phaeophyscia nigricans",1779.5,0,0,0,0,0,0,0
"Phaeophyscia nigricans",1979.5,0.328,0.033,101,99.3,99.3,1983,0
"Phaeophyscia nigricans",2011.5,0.212,0.033,41,40.9,40.9,1983,0
"Phaeophyscia orbicularis",1779.5,0.615,0.356,4,2.2,2.2,2846,0
"Phaeophyscia orbicularis",1979.5,1.081,0.044,682,672.5,672.5,2846,0
"Phaeophyscia orbicularis",2011.5,0.831,0.042,426,414.4,414.4,2846,0
"Phaeophyscia sciastra",1779.5,0,0,0,0,0,0,0
"Phaeophyscia sciastra",1979.5,0.377,0.266,2,2,2,280,0
"Phaeophyscia sciastra",2011.5,0.138,0.138,1,1,1,280,0
"Phlyctis agelaea",1779.5,1.479,2.073,2,0.3,0.3,800,0
"Phlyctis agelaea",1979.5,0.218,0.066,11,11,11,800,0
"Phlyctis agelaea",2011.5,0.226,0.066,12,12,12,800,0
"Phlyctis argena",1779.5,0.057,0.112,1,0.2,0.2,2823,0
"Phlyctis argena",1979.5,0.619,0.032,403,400,400,2823,0
"Phlyctis argena",2011.5,0.658,0.037,328,321.7,321.7,2823,0
"Phoma lobariae",1779.5,0,0,0,0,0,0,0
"Phoma lobariae",1979.5,0,0,0,0,0,0,0
"Phoma lobariae",2011.5,0.612,0.63,1,1,1,94,0
"Phylloblastia fortuita",1779.5,0,0,0,0,0,0,0
"Phylloblastia fortuita",1979.5,0,0,0,0,0,0,0
"Phylloblastia fortuita",2011.5,0.543,0.392,2,2,2,209,0
"Phylloblastia inexpectata",1779.5,0,0,0,0,0,0,0
"Phylloblastia inexpectata",1979.5,0,0,0,0,0,0,0
"Phylloblastia inexpectata",2011.5,0.507,0.179,9,8.2,8.2,586,0
"Atla wheldonii",1779.5,0,0,0,0,0,0,0
"Atla wheldonii",1979.5,0.427,0.219,4,3.8,3.8,385,0
"Atla wheldonii",2011.5,0.102,0.102,1,1,1,385,0
"Phyllopsora rosei",1779.5,0,0,0,0,0,0,0
"Phyllopsora rosei",1979.5,0.266,0.06,20,20,20,909,0
"Phyllopsora rosei",2011.5,0.409,0.073,32,31.8,31.8,909,0
"Physcia adscendens",1779.5,0.772,0.409,3,2.6,2.6,2843,0
"Physcia adscendens",1979.5,0.992,0.042,635,628,628,2843,0
"Physcia adscendens",2011.5,1.008,0.048,489,474.8,474.8,2843,0
"Physcia aipolia",1779.5,0.695,0.407,4,2.1,2.1,2807,0
"Physcia aipolia",1979.5,0.308,0.024,161,159.7,159.7,2807,0
"Physcia aipolia",2011.5,0.657,0.041,277,269,269,2807,0
"Physcia caesia",1779.5,1.094,0.479,5,3.9,3.9,2846,0
"Physcia caesia",1979.5,0.817,0.037,538,532,532,2846,0
"Physcia caesia",2011.5,0.491,0.031,268,263.3,263.3,2846,0
"Physcia clementei",1779.5,0.176,0.838,4,0,0,725,0
"Physcia clementei",1979.5,0.126,0.048,7,7,7,725,0
"Physcia clementei",2011.5,0.33,0.089,14,13.8,13.8,725,0
"Physcia dubia",1779.5,0.181,0.244,1,0.4,0.4,2775,0
"Physcia dubia",1979.5,0.364,0.027,183,182.3,182.3,2775,0
"Physcia dubia",2011.5,0.242,0.027,87,83,83,2775,0
"Physcia leptalea",1779.5,0,0,0,0,0,0,0
"Physcia leptalea",1979.5,0.244,0.059,17,17,17,1334,0
"Physcia leptalea",2011.5,0.336,0.071,24,22.4,22.4,1334,0
"Physcia stellaris",1779.5,0,0,0,0,0,0,0
"Physcia stellaris",1979.5,0.128,0.034,14,13.8,13.8,1988,0
"Physcia stellaris",2011.5,0.313,0.055,33,32,32,1988,0
"Physcia tenella",1779.5,1.179,0.496,8,4.2,4.2,2846,0
"Physcia tenella",1979.5,0.561,0.028,411,405.5,405.5,2846,0
"Physcia tenella",2011.5,1.315,0.057,611,592.1,592.1,2846,0
"Physcia tribacia",1779.5,0.243,0.58,1,0.1,0.1,1711,0
"Physcia tribacia",1979.5,0.236,0.038,41,40.1,40.1,1711,0
"Physcia tribacia",2011.5,0.215,0.043,27,25.1,25.1,1711,0
"Bacidia absistens",1779.5,0,0,0,0,0,0,0
"Bacidia absistens",1979.5,0.403,0.095,18,18,18,831,0
"Bacidia absistens",2011.5,0.215,0.063,12,11.8,11.8,831,0
"Physcia tribacioides",1779.5,0,0,0,0,0,0,0
"Physcia tribacioides",1979.5,0.217,0.09,6,6,6,327,0
"Physcia tribacioides",2011.5,0.385,0.131,9,9,9,327,0
"Physconia distorta",1779.5,1.06,0.611,6,2.1,2.1,2643,0
"Physconia distorta",1979.5,0.357,0.032,131,129.3,129.3,2643,0
"Physconia distorta",2011.5,0.251,0.03,75,72.4,72.4,2643,0
"Physconia enteroxantha",1779.5,0,0,0,0,0,0,0
"Physconia enteroxantha",1979.5,0.267,0.041,43,42.7,42.7,2192,0
"Physconia enteroxantha",2011.5,0.305,0.046,46,43.8,43.8,2192,0
"Physconia grisea",1779.5,0.705,0.482,2,1.6,1.6,2527,0
"Physconia grisea",1979.5,0.679,0.036,395,391.8,391.8,2527,0
"Physconia grisea",2011.5,0.507,0.035,221,218.1,218.1,2527,0
"Physconia perisidiosa",1779.5,0,0,0,0,0,0,0
"Physconia perisidiosa",1979.5,0.292,0.042,49,49,49,1848,0
"Physconia perisidiosa",2011.5,0.168,0.036,22,21.3,21.3,1848,0
"Piccolia ochrophora",1779.5,0,0,0,0,0,0,0
"Piccolia ochrophora",1979.5,0.275,0.057,23,23,23,1562,0
"Piccolia ochrophora",2011.5,0.208,0.05,18,17.2,17.2,1562,0
"Pilophorus strumaticus",1779.5,0,0,0,0,0,0,0
"Pilophorus strumaticus",1979.5,0.273,0.097,8,8,8,705,0
"Pilophorus strumaticus",2011.5,0.238,0.09,7,7,7,705,0
"Placidiopsis custnani",1779.5,0,0,0,0,0,0,0
"Placidiopsis custnani",1979.5,0.179,0.127,2,2,2,500,0
"Placidiopsis custnani",2011.5,0.396,0.182,5,4.8,4.8,500,0
"Placidium boccanum",1779.5,0,0,0,0,0,0,0
"Placidium boccanum",1979.5,0,0,0,0,0,0,0
"Placidium boccanum",2011.5,0.249,0.251,1,1,1,157,0
"Placidium lachneum",1779.5,0,0,0,0,0,0,0
"Placidium lachneum",1979.5,0.456,0.111,17,16.8,16.8,793,0
"Placidium lachneum",2011.5,0.087,0.048,4,3.3,3.3,793,0
"Bacidia arceutina",1779.5,1.588,1.056,4,1.6,1.6,2353,0
"Bacidia arceutina",1979.5,0.208,0.039,31,29.1,29.1,2353,0
"Bacidia arceutina",2011.5,0.22,0.041,29,29,29,2353,0
"Placidium pilosellum",1779.5,0,0,0,0,0,0,0
"Placidium pilosellum",1979.5,0.103,0.103,1,1,1,304,0
"Placidium pilosellum",2011.5,0.616,0.255,6,6,6,304,0
"Placidium rufescens",1779.5,0.031,0.397,1,0,0,487,0
"Placidium rufescens",1979.5,0.348,0.156,5,5,5,487,0
"Placidium rufescens",2011.5,0.148,0.104,2,2,2,487,0
"Placidium squamulosum",1779.5,0.016,0.161,1,0,0,1549,0
"Placidium squamulosum",1979.5,0.261,0.053,25,24.5,24.5,1549,0
"Placidium squamulosum",2011.5,0.345,0.065,29,28,28,1549,0
"Placopsis gelida",1779.5,1.829,1.78,3,1,1,558,0
"Placopsis gelida",1979.5,0.357,0.136,7,6.8,6.8,558,0
"Placopsis gelida",2011.5,0.106,0.065,3,2.6,2.6,558,0
"Placopsis lambii",1779.5,0.772,0.63,3,1.1,1.1,1603,0
"Placopsis lambii",1979.5,0.314,0.048,44,42.9,42.9,1603,0
"Placopsis lambii",2011.5,0.425,0.057,57,57,57,1603,0
"Placopyrenium canellum",1779.5,0,0,0,0,0,0,0
"Placopyrenium canellum",1979.5,0,0,0,0,0,0,0
"Placopyrenium canellum",2011.5,0.378,0.193,4,3.9,3.9,366,0
"Placopyrenium cinereoatratum",1779.5,0,0,0,0,0,0,0
"Placopyrenium cinereoatratum",1979.5,0,0,0,0,0,0,0
"Placopyrenium cinereoatratum",2011.5,0.693,0.409,3,2.9,2.9,245,0
"Placopyrenium fuscellum",1779.5,0,0,0,0,0,0,0
"Placopyrenium fuscellum",1979.5,0.513,0.03,314,310.4,310.4,2735,0
"Placopyrenium fuscellum",2011.5,0.391,0.03,178,174.6,174.6,2735,0
"Placynthiella dasaea",1779.5,0,0,0,0,0,0,0
"Placynthiella dasaea",1979.5,0.107,0.036,9,9,9,1552,0
"Placynthiella dasaea",2011.5,0.355,0.072,25,24.8,24.8,1552,0
"Placynthiella hyporhoda",1779.5,0,0,0,0,0,0,0
"Placynthiella hyporhoda",1979.5,0,0,0,0,0,0,0
"Placynthiella hyporhoda",2011.5,0.202,0.257,1,0.6,0.6,136,0
"Bacidia auerswaldii",1779.5,0.032,0.406,1,0,0,205,0
"Bacidia auerswaldii",1979.5,0,0,0,0,0,0,0
"Bacidia auerswaldii",2011.5,0.254,0.258,1,1,1,205,0
"Placynthiella icmalea",1779.5,0.185,0.197,2,0.6,0.6,2846,0
"Placynthiella icmalea",1979.5,0.429,0.027,262,258.1,258.1,2846,0
"Placynthiella icmalea",2011.5,0.401,0.029,198,193.4,193.4,2846,0
"Placynthiella oligotropha",1779.5,0.59,1.133,1,0.2,0.2,642,0
"Placynthiella oligotropha",1979.5,0.285,0.117,6,6,6,642,0
"Placynthiella oligotropha",2011.5,0.159,0.092,3,3,3,642,0
"Placynthiella uliginosa",1779.5,0.87,0.754,1,1,1,2266,0
"Placynthiella uliginosa",1979.5,0.396,0.049,69,64.6,64.6,2266,0
"Placynthiella uliginosa",2011.5,0.123,0.03,17,17,17,2266,0
"Placynthium asperellum",1779.5,0,0,0,0,0,0,0
"Placynthium asperellum",1979.5,0.318,0.159,4,4,4,441,0
"Placynthium asperellum",2011.5,0.022,0.046,1,0.2,0.2,441,0
"Placynthium dolichoterum",1779.5,0,0,0,0,0,0,0
"Placynthium dolichoterum",1979.5,0.586,0.603,1,1,1,81,0
"Placynthium dolichoterum",2011.5,0,0,0,0,0,0,0
"Placynthium flabellosum",1779.5,0,0,0,0,0,0,0
"Placynthium flabellosum",1979.5,0.365,0.16,6,5.3,5.3,406,0
"Placynthium flabellosum",2011.5,0.115,0.094,2,1.5,1.5,406,0
"Placynthium garovaglii",1779.5,0,0,0,0,0,0,0
"Placynthium garovaglii",1979.5,0.243,0.174,2,2,2,180,0
"Placynthium garovaglii",2011.5,0.108,0.109,1,1,1,180,0
"Placynthium hungaricum",1779.5,0,0,0,0,0,0,0
"Placynthium hungaricum",1979.5,0,0,0,0,0,0,0
"Placynthium hungaricum",2011.5,0.403,0.425,1,0.9,0.9,100,0
"Placynthium lismorense",1779.5,0,0,0,0,0,0,0
"Placynthium lismorense",1979.5,1.302,1.011,2,2,2,42,0
"Placynthium lismorense",2011.5,0,0,0,0,0,0,0
"Placynthium nigrum",1779.5,0,0,0,0,0,0,0
"Placynthium nigrum",1979.5,0.44,0.029,236,234.2,234.2,2715,0
"Placynthium nigrum",2011.5,0.323,0.028,136,134.9,134.9,2715,0
"Bacidia bagliettoana",1779.5,1.926,1.536,1,1,1,1739,0
"Bacidia bagliettoana",1979.5,0.44,0.071,40,38.2,38.2,1739,0
"Bacidia bagliettoana",2011.5,0.166,0.048,12,12,12,1739,0
"Placynthium pannariellum",1779.5,0,0,0,0,0,0,0
"Placynthium pannariellum",1979.5,0.485,0.243,4,4,4,316,0
"Placynthium pannariellum",2011.5,0,0,0,0,0,0,0
"Placynthium subradiatum",1779.5,0,0,0,0,0,0,0
"Placynthium subradiatum",1979.5,0.179,0.069,7,6.6,6.6,1030,0
"Placynthium subradiatum",2011.5,0.192,0.081,6,5.5,5.5,1030,0
"Placynthium tantaleum",1779.5,0,0,0,0,0,0,0
"Placynthium tantaleum",1979.5,0.334,0.332,1,1,1,204,0
"Placynthium tantaleum",2011.5,0.198,0.201,1,1,1,204,0
"Placynthium tremniacum",1779.5,15.433,15.535,1,1,1,225,0
"Placynthium tremniacum",1979.5,0.448,0.262,3,3,3,225,0
"Placynthium tremniacum",2011.5,0,0,0,0,0,0,0
"Platismatia glauca",1779.5,1.296,0.544,9,4.2,4.2,2789,0
"Platismatia glauca",1979.5,0.725,0.039,370,361.2,361.2,2789,0
"Platismatia glauca",2011.5,0.738,0.043,312,301,301,2789,0
"Platismatia norvegica",1779.5,0,0,0,0,0,0,0
"Platismatia norvegica",1979.5,0.252,0.119,5,4.4,4.4,452,0
"Platismatia norvegica",2011.5,0.457,0.158,10,8.6,8.6,452,0
"Pleopsidium chlorophanum",1779.5,0,0,0,0,0,0,0
"Pleopsidium chlorophanum",1979.5,0,0,0,0,0,0,0
"Pleopsidium chlorophanum",2011.5,0.271,0.273,1,1,1,92,0
"Pleurosticta acetabulum",1779.5,0.092,0.546,3,0,0,889,0
"Pleurosticta acetabulum",1979.5,0.302,0.054,33,32.9,32.9,889,0
"Pleurosticta acetabulum",2011.5,0.112,0.046,6,6,6,889,0
"Poeltinula cerebrina",1779.5,0.151,1.934,1,0,0,174,0
"Poeltinula cerebrina",1979.5,0.123,0.124,1,1,1,174,0
"Poeltinula cerebrina",2011.5,0,0,0,0,0,0,0
"Polyblastia agraria",1779.5,0,0,0,0,0,0,0
"Polyblastia agraria",1979.5,0.284,0.143,4,4,4,375,0
"Polyblastia agraria",2011.5,0.313,0.221,2,2,2,375,0
"Bacidia biatorina",1779.5,0.013,0.138,1,0,0,1402,0
"Bacidia biatorina",1979.5,0.261,0.043,38,37.7,37.7,1402,0
"Bacidia biatorina",2011.5,0.442,0.061,54,54,54,1402,0
"Polyblastia albida",1779.5,0,0,0,0,0,0,0
"Polyblastia albida",1979.5,0.336,0.093,13,13,13,1052,0
"Polyblastia albida",2011.5,0.133,0.059,5,5,5,1052,0
"Polyblastia cupularis",1779.5,0,0,0,0,0,0,0
"Polyblastia cupularis",1979.5,0.303,0.124,6,6,6,690,0
"Polyblastia cupularis",2011.5,0.174,0.087,4,4,4,690,0
"Polyblastia dermatodes",1779.5,0,0,0,0,0,0,0
"Polyblastia dermatodes",1979.5,0.355,0.096,14,13.9,13.9,977,0
"Polyblastia dermatodes",2011.5,0.222,0.086,7,6.7,6.7,977,0
"Polyblastia efflorescens",1779.5,0,0,0,0,0,0,0
"Polyblastia efflorescens",1979.5,0.567,0.409,2,2,2,124,0
"Polyblastia efflorescens",2011.5,0,0,0,0,0,0,0
"Polyblastia philaea",1779.5,0,0,0,0,0,0,0
"Polyblastia philaea",1979.5,0,0,0,0,0,0,0
"Polyblastia philaea",2011.5,0.893,0.411,5,4.9,4.9,252,0
"Polyblastia quartzina",1779.5,0,0,0,0,0,0,0
"Polyblastia quartzina",1979.5,0.254,0.256,1,1,1,128,0
"Polyblastia quartzina",2011.5,0.449,0.45,1,1,1,128,0
"Polyblastia sendtneri",1779.5,0,0,0,0,0,0,0
"Polyblastia sendtneri",1979.5,0.653,0.474,2,2,2,114,0
"Polyblastia sendtneri",2011.5,0.374,0.379,1,1,1,114,0
"Polyblastia verrucosa",1779.5,0,0,0,0,0,0,0
"Polyblastia verrucosa",1979.5,0.489,0.497,1,1,1,88,0
"Polyblastia verrucosa",2011.5,0,0,0,0,0,0,0
"Polychidium muscicola",1779.5,0.803,0.829,2,0.7,0.7,1181,0
"Polychidium muscicola",1979.5,0.152,0.051,9,9,9,1181,0
"Polychidium muscicola",2011.5,0.329,0.073,22,20.5,20.5,1181,0
"Polysporina cyclocarpa",1779.5,0,0,0,0,0,0,0
"Polysporina cyclocarpa",1979.5,0.23,0.231,1,1,1,93,0
"Polysporina cyclocarpa",2011.5,0.187,0.188,1,1,1,93,0
"Acarospora fuscata",1779.5,0.977,0.454,8,3.5,3.5,2846,0
"Acarospora fuscata",1979.5,0.742,0.034,500,494.2,494.2,2846,0
"Acarospora fuscata",2011.5,0.592,0.034,315,309.1,309.1,2846,0
"Bacidia caesiovirens",1779.5,0,0,0,0,0,0,0
"Bacidia caesiovirens",1979.5,0.11,0.055,4,4,4,637,0
"Bacidia caesiovirens",2011.5,0.475,0.11,19,19,19,637,0
"Polysporina simplex",1779.5,0.734,0.609,1,1,1,2559,0
"Polysporina simplex",1979.5,0.318,0.027,146,144.1,144.1,2559,0
"Polysporina simplex",2011.5,0.315,0.032,103,101.3,101.3,2559,0
"Polysporina subfuscescens",1779.5,0,0,0,0,0,0,0
"Polysporina subfuscescens",1979.5,0,0,0,0,0,0,0
"Polysporina subfuscescens",2011.5,0.424,0.257,3,2.8,2.8,194,0
"Porina aenea",1779.5,0.679,0.489,6,1.3,1.3,2735,0
"Porina aenea",1979.5,0.225,0.023,99,97.4,97.4,2735,0
"Porina aenea",2011.5,0.41,0.034,152,145.9,145.9,2735,0
"Porina ahlesiana",1779.5,0,0,0,0,0,0,0
"Porina ahlesiana",1979.5,0.162,0.163,1,1,1,246,0
"Porina ahlesiana",2011.5,0.193,0.194,1,1,1,246,0
"Porina borreri",1779.5,0,0,0,0,0,0,0
"Porina borreri",1979.5,0.157,0.048,11,10.6,10.6,1267,0
"Porina borreri",2011.5,0.357,0.075,23,23,23,1267,0
"Porina byssophila",1779.5,0,0,0,0,0,0,0
"Porina byssophila",1979.5,0.012,0.012,1,1,1,1448,0
"Porina byssophila",2011.5,0.422,0.083,29,26.3,26.3,1448,0
"Porina chlorotica",1779.5,0.564,0.492,1,1,1,2428,0
"Porina chlorotica",1979.5,0.375,0.04,90,88.6,88.6,2428,0
"Porina chlorotica",2011.5,0.316,0.038,71,70.3,70.3,2428,0
"Porina coralloidea",1779.5,0,0,0,0,0,0,0
"Porina coralloidea",1979.5,0.151,0.048,10,9.9,9.9,942,0
"Porina coralloidea",2011.5,0.402,0.083,24,24,24,942,0
"Porina curnowii",1779.5,0,0,0,0,0,0,0
"Porina curnowii",1979.5,0.658,0.392,3,3,3,62,0
"Porina curnowii",2011.5,0.585,0.35,3,3,3,62,0
"Porina effilata",1779.5,0,0,0,0,0,0,0
"Porina effilata",1979.5,0,0,0,0,0,0,0
"Porina effilata",2011.5,0.194,0.196,1,1,1,147,0
"Bacidia circumspecta",1779.5,0,0,0,0,0,0,0
"Bacidia circumspecta",1979.5,0.179,0.09,4,4,4,485,0
"Bacidia circumspecta",2011.5,0.272,0.112,6,6,6,485,0
"Porina ginzbergeri",1779.5,0,0,0,0,0,0,0
"Porina ginzbergeri",1979.5,0,0,0,0,0,0,0
"Porina ginzbergeri",2011.5,2.361,2.278,2,2,2,17,0
"Porina grandis",1779.5,5.138,9.583,1,0.1,0.1,269,0
"Porina grandis",1979.5,0.162,0.161,1,1,1,269,0
"Porina grandis",2011.5,0.092,0.093,1,1,1,269,0
"Porina guentheri ",1779.5,0,0,0,0,0,0,0
"Porina guentheri ",1979.5,0.192,0.112,3,3,3,300,0
"Porina guentheri ",2011.5,0.401,0.155,7,7,7,300,0
"Porina hibernica",1779.5,0.07,0.736,1,0,0,280,0
"Porina hibernica",1979.5,0.249,0.126,4,4,4,280,0
"Porina hibernica",2011.5,0.512,0.167,10,10,10,280,0
"Porina interjungens",1779.5,0,0,0,0,0,0,0
"Porina interjungens",1979.5,0.121,0.12,1,1,1,358,0
"Porina interjungens",2011.5,0.462,0.209,5,5,5,358,0
"Porina lectissima",1779.5,0,0,0,0,0,0,0
"Porina lectissima",1979.5,0.4,0.072,32,30.7,30.7,1227,0
"Porina lectissima",2011.5,0.304,0.062,24,23.9,23.9,1227,0
"Porina leptalea",1779.5,0,0,0,0,0,0,0
"Porina leptalea",1979.5,0.245,0.044,32,31.2,31.2,1541,0
"Porina leptalea",2011.5,0.357,0.055,42,42,42,1541,0
"Porina linearis",1779.5,1.011,0.886,2,1,1,1828,0
